,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
0,72.5,2018.0,6.0,1.0,0.0,241.25,38.77,979.0,3.0,38.0,2.91,116.58,0.25,10.7,1.21,93.18,0.53,4.78,20.65,42.06
1,70.0,2018.0,6.0,1.0,1.0,234.0,38.0,979.0,3.0,41.58,2.93,114.42,0.26,23.66,0.4,94.26,0.5,7.46,2.03,64.23
2,52.0,2018.0,6.0,1.0,2.0,186.0,36.84,979.58,3.0,48.0,3.01,122.33,1.0,36.62,1.72,63.87,0.2,3.06,4.58,22.62
3,57.0,2018.0,6.0,1.0,3.0,221.0,36.45,979.33,3.0,52.33,2.24,128.42,0.18,49.58,0.4,65.03,0.5,6.15,2.87,59.79
4,57.0,2018.0,6.0,1.0,4.0,204.0,35.62,980.0,3.0,59.17,2.84,114.25,0.48,62.54,0.4,50.61,0.5,5.96,2.36,63.36
5,59.0,2018.0,6.0,1.0,5.0,213.0,34.83,980.42,8.33,64.17,3.57,114.5,0.41,75.5,1.31,43.02,0.46,4.93,1.92,62.49
6,79.0,2018.0,6.0,1.0,6.0,312.0,34.13,981.0,59.67,61.0,3.92,109.42,0.52,65.8,1.27,42.98,0.48,4.82,2.31,61.08
7,63.0,2018.0,6.0,1.0,7.0,261.0,34.57,981.75,167.67,55.58,3.68,117.5,0.44,38.135002,0.3,61.77,0.7,5.34,2.98,81.67
8,51.0,2018.0,6.0,1.0,8.0,205.0,36.23,982.0,330.42,49.42,2.84,115.67,0.88,10.47,1.13,68.42,0.74,4.68,2.21,83.2
9,61.0,2018.0,6.0,1.0,9.0,213.0,38.04,982.92,447.33,44.58,3.58,113.08,0.93,10.57,0.3,84.9,0.77,5.42,4.04,81.92
10,59.0,2018.0,6.0,1.0,10.0,261.0,39.46,982.42,631.33,40.58,2.97,120.5,0.43,45.56,0.3,107.19,0.69,5.22,4.95,73.21
11,56.0,2018.0,6.0,1.0,11.0,230.0,40.92,982.0,730.0,36.92,2.56,119.08,0.47,80.55,1.13,104.13,0.51,4.37,4.31,65.39
12,55.0,2018.0,6.0,1.0,12.0,228.0,42.98,981.17,763.33,31.75,1.68,129.5,0.58,75.9375,0.3,143.41,0.48,5.37,4.51,76.68
13,59.0,2018.0,6.0,1.0,13.0,224.0,43.85,980.5,728.08,29.33,1.3,140.54,0.23,71.325,0.3,161.09,0.41,5.38,3.99,74.34
14,57.17,2018.0,6.0,1.0,14.0,221.25,44.66,979.42,624.67,28.0,2.05,113.17,0.24,66.7125,1.12,169.52,0.37,4.44,3.68,63.2
15,57.0,2018.0,6.0,1.0,15.0,233.0,45.17,978.33,478.17,27.0,1.75,112.58,0.13,62.1,0.71,171.66,0.5,4.72,3.43,57.44
16,52.0,2018.0,6.0,1.0,16.0,251.0,44.82,977.0,311.25,27.33,2.24,113.67,0.2,36.25,0.28,165.42,0.58,5.24,3.57,63.09
17,112.0,2018.0,6.0,1.0,17.0,290.0,43.71,976.33,146.67,29.17,2.82,111.42,1.14,10.4,0.62,137.2,0.6,5.13,8.84,57.08
18,62.0,2018.0,6.0,1.0,18.0,321.0,42.63,977.0,40.67,31.17,3.07,108.75,0.42,12.02,4.11,121.68,0.7,0.38,58.26,12.42
19,66.0,2018.0,6.0,1.0,19.0,376.0,41.09,977.0,5.17,38.08,3.72,108.92,0.43,13.13,4.14,98.62,0.67,0.5,59.16,13.56
20,79.0,2018.0,6.0,1.0,20.0,442.0,35.99,980.25,3.42,49.33,6.11,56.25,0.4,10.92,3.28,108.22,0.49,2.37,31.62,37.33
21,95.0,2018.0,6.0,1.0,21.0,545.0,31.4,982.17,3.42,59.83,5.72,61.92,0.33,10.83,0.33,110.55,0.35,5.42,3.28,57.81
22,111.0,2018.0,6.0,1.0,22.0,648.0,33.22,981.17,3.17,42.58,4.51,105.33,0.53,10.74,1.71,99.63,0.38,1.98,34.71,26.37
23,70.0,2018.0,6.0,1.0,23.0,334.0,31.89,980.5,3.0,48.5,1.5,135.58,1.23,11.46,3.6,79.57,0.28,1.51,36.14,21.28
24,31.0,2018.0,6.0,2.0,0.0,95.0,31.2,980.08,3.0,52.33,1.43,207.75,0.32,11.02,2.52,81.57,0.3,1.93,31.17,23.49
25,22.0,2018.0,6.0,2.0,1.0,90.0,31.02,980.0,3.0,51.83,0.62,194.25,0.27,10.25,0.2,88.07,0.22,5.49,2.51,49.38
26,22.0,2018.0,6.0,2.0,2.0,72.0,31.12,980.0,3.0,50.42,0.45,180.17,0.6,10.225,1.12,80.13,0.11,3.77,4.05,17.24
27,20.0,2018.0,6.0,2.0,3.0,67.0,31.01,980.08,3.0,50.5,0.92,192.75,0.46,10.2,0.2,73.64,0.17,5.88,3.93,44.23
28,18.0,2018.0,6.0,2.0,4.0,63.0,30.89,980.67,3.0,49.83,0.62,181.33,0.4,10.3,1.61,67.55,0.1,3.58,19.71,28.96
29,24.0,2018.0,6.0,2.0,5.0,67.0,31.11,981.25,8.33,47.92,0.56,145.67,0.54,17.6,0.69,61.25,0.1,5.7,4.23,37.68
30,28.0,2018.0,6.0,2.0,6.0,67.0,31.83,982.0,63.83,47.17,2.15,117.25,0.95,10.34,3.81,57.06,0.36,1.67,31.69,18.79
31,41.0,2018.0,6.0,2.0,7.0,127.0,33.01,982.75,166.5,44.08,2.06,117.67,1.08,10.54,1.38,67.3,0.42,4.88,13.92,33.84
32,42.0,2018.0,6.0,2.0,8.0,140.0,35.08,983.0,325.5,38.17,2.21,115.92,1.16,10.51,0.63,78.99,0.47,5.88,14.65,33.98
33,51.0,2018.0,6.0,2.0,9.0,167.0,36.77,983.0,445.5,35.17,2.15,115.08,1.38,10.66,3.13,91.86,0.5,2.37,30.55,23.07
34,47.0,2018.0,6.0,2.0,10.0,163.0,38.37,983.0,611.33,32.25,2.37,114.58,0.55,10.2,0.3,117.6,0.47,6.38,3.73,43.73
35,58.0,2018.0,6.0,2.0,11.0,241.0,39.24,983.0,685.17,32.0,3.07,113.42,0.69,48.1,0.78,121.1,0.34,5.71,3.65,42.98
36,48.0,2018.0,6.0,2.0,12.0,180.0,39.57,982.42,706.0,33.92,3.38,107.08,0.43,48.266666,0.3,138.22,0.4,5.87,3.25,48.5
37,55.0,2018.0,6.0,2.0,13.0,196.0,40.06,982.0,671.92,33.92,3.3,111.42,0.57,48.43333,0.3,143.56,0.14,5.73,2.85,50.88
38,51.0,2018.0,6.0,2.0,14.0,180.0,40.58,981.0,585.0,32.92,3.28,113.42,0.46,48.6,1.53,144.3,0.13,4.09,2.45,46.28
39,57.0,2018.0,6.0,2.0,15.0,207.0,41.29,980.0,457.25,32.0,2.32,115.0,0.29,51.0,0.68,144.58,0.18,4.76,2.77,43.78
40,62.0,2018.0,6.0,2.0,16.0,215.0,41.09,979.17,300.58,33.0,2.86,109.92,0.28,51.65,0.23,152.58,0.18,5.32,2.44,50.27
41,68.0,2018.0,6.0,2.0,17.0,262.0,40.48,979.0,150.25,34.17,2.9,113.83,0.23,52.3,1.53,129.69,0.2,4.05,1.75,46.67
42,72.0,2018.0,6.0,2.0,18.0,251.0,39.48,978.33,46.42,37.17,3.22,112.83,0.25,10.72,1.47,125.4,0.49,2.9,26.12,31.12
43,90.0,2018.0,6.0,2.0,19.0,304.0,37.68,978.58,5.33,45.42,3.62,110.83,0.28,11.83,3.1,104.15,0.45,0.35,52.41,12.11
44,59.0,2018.0,6.0,2.0,20.0,208.0,36.54,979.17,3.0,46.92,3.63,109.5,0.41,10.87,2.41,97.57,0.52,1.28,55.51,11.28
45,56.0,2018.0,6.0,2.0,21.0,160.0,35.57,980.0,3.0,50.5,3.41,112.58,0.33,10.5,2.06,100.53,0.48,2.22,38.17,25.65
46,44.0,2018.0,6.0,2.0,22.0,122.0,35.07,980.0,3.0,53.33,2.58,115.42,0.36,10.11,0.32,91.73,0.56,6.19,3.33,53.2
47,50.0,2018.0,6.0,2.0,23.0,113.0,34.59,980.0,3.0,53.67,2.37,120.42,0.28,56.1,0.77,78.35,0.5,5.53,3.24,47.73
48,44.0,2018.0,6.0,3.0,0.0,102.0,34.43,980.0,3.0,50.58,2.87,115.25,0.17,59.0,0.3,85.34,0.23,6.18,3.75,55.92
49,38.0,2018.0,6.0,3.0,1.0,106.0,33.72,980.0,3.0,52.0,2.28,119.17,0.27,61.9,0.82,79.18,0.36,5.95,3.75,54.93
50,39.0,2018.0,6.0,3.0,2.0,95.0,33.62,979.67,3.0,51.83,2.13,121.67,0.3,59.9,1.17,77.27,0.12,4.7,4.8,19.97
51,31.0,2018.0,6.0,3.0,3.0,91.0,33.62,979.0,3.0,52.5,2.36,119.67,0.34,57.9,0.3,75.66,0.28,6.54,3.62,52.19
52,34.0,2018.0,6.0,3.0,4.0,83.0,32.94,979.58,3.0,56.58,2.65,115.17,0.23,55.9,0.3,67.93,0.3,6.52,3.48,51.23
53,35.0,2018.0,6.0,3.0,5.0,81.0,31.88,980.0,8.33,65.42,2.96,108.83,0.2,53.9,0.83,45.48,0.37,5.87,3.46,48.0
54,40.0,2018.0,6.0,3.0,6.0,117.0,31.8,980.25,57.92,70.0,3.04,100.67,0.6,10.56,0.4,34.28,0.64,6.18,3.35,54.93
55,46.0,2018.0,6.0,3.0,7.0,145.0,32.13,981.0,151.33,69.25,3.3,91.92,1.86,11.72,4.58,27.82,0.64,0.4,54.69,13.59
56,55.0,2018.0,6.0,3.0,8.0,184.0,33.96,981.0,315.58,61.08,3.28,106.0,2.42,12.61,6.84,44.17,0.6,1.37,59.12,15.03
57,53.0,2018.0,6.0,3.0,9.0,171.0,36.47,980.83,446.0,52.08,3.37,106.33,0.91,10.33,1.09,81.19,0.63,5.47,12.01,59.07
58,53.0,2018.0,6.0,3.0,10.0,224.0,38.86,980.0,630.0,44.92,2.54,113.92,1.22,10.77,3.59,89.48,0.53,3.24,36.6,35.98
59,45.0,2018.0,6.0,3.0,11.0,156.0,40.22,979.92,728.33,39.75,2.46,108.08,0.65,69.35,1.32,96.21,0.4,4.9,5.68,54.1
60,53.0,2018.0,6.0,3.0,12.0,143.0,41.88,979.0,743.75,34.17,1.95,115.83,0.57,67.174995,0.35,133.72,0.4,5.52,3.97,68.77
61,47.0,2018.0,6.0,3.0,13.0,125.0,43.07,978.25,701.0,31.08,1.51,125.25,0.35,65.0,0.3,144.57,0.4,5.34,3.75,68.21
62,47.0,2018.0,6.0,3.0,14.0,134.0,43.31,977.25,609.5,30.08,1.51,110.67,0.52,62.824997,1.02,156.04,0.28,4.4,2.6,63.99
63,50.0,2018.0,6.0,3.0,15.0,146.0,43.45,976.42,472.08,29.92,1.45,131.75,0.38,60.649998,0.2,161.37,0.36,5.07,3.41,56.21
64,52.0,2018.0,6.0,3.0,16.0,150.0,43.48,976.0,312.58,28.92,1.27,113.75,0.1,58.475,0.2,170.33,0.41,4.99,4.18,57.17
65,57.0,2018.0,6.0,3.0,17.0,179.0,42.95,975.0,156.92,29.5,1.54,109.25,0.1,56.3,0.62,165.42,0.39,4.62,3.79,51.18
66,64.0,2018.0,6.0,3.0,18.0,199.0,41.72,975.75,44.83,32.58,2.75,111.25,0.19,50.4,0.63,126.35,0.49,4.9,3.57,47.73
67,77.0,2018.0,6.0,3.0,19.0,254.0,40.37,976.0,5.75,37.5,3.24,97.75,12.5,11.71,3.23,97.45,0.51,2.9,28.96,32.14
68,78.0,2018.0,6.0,3.0,20.0,294.0,39.25,976.42,3.0,41.67,2.91,106.25,0.24,12.89,6.64,99.06,0.64,1.23,54.59,13.14
69,67.0,2018.0,6.0,3.0,21.0,219.0,38.73,977.0,3.17,44.17,1.94,108.25,0.2,16.92,6.03,68.05,0.9,0.84,53.83,17.07
70,67.0,2018.0,6.0,3.0,22.0,212.0,38.04,977.1,3.08,47.53,2.55,111.63,0.48,16.12,4.43,78.81,0.87,0.49,52.82,16.6
71,66.0,2018.0,6.0,3.0,23.0,179.0,37.13,977.25,3.0,49.83,2.88,113.83,0.5,17.9,3.02,88.96,0.61,2.32,28.78,24.08
72,53.0,2018.0,6.0,4.0,0.0,156.0,36.71,977.0,3.0,50.0,2.6,117.75,0.19,24.25,0.4,102.73,0.53,5.96,3.83,53.67
73,50.0,2018.0,6.0,4.0,1.0,132.0,36.31,977.0,3.0,50.83,1.17,129.42,0.27,30.6,0.33,92.08,0.5,5.72,3.66,60.05
74,51.0,2018.0,6.0,4.0,2.0,123.0,36.23,977.0,3.17,50.33,1.57,124.25,0.4,36.95,1.08,89.55,0.21,3.93,4.62,18.85
75,45.0,2018.0,6.0,4.0,3.0,112.0,35.85,977.0,3.0,51.83,1.59,126.5,0.12,43.3,0.74,84.62,0.41,5.16,1.97,52.51
76,41.0,2018.0,6.0,4.0,4.0,112.0,35.68,977.67,3.0,51.75,1.66,125.42,0.13,49.65,0.3,75.57,0.4,5.6,2.84,55.88
77,51.0,2018.0,6.0,4.0,5.0,151.0,35.62,978.17,8.92,50.92,1.77,122.25,0.25,56.0,0.73,68.97,0.39,5.17,3.45,51.04
78,45.0,2018.0,6.0,4.0,6.0,106.0,35.96,979.0,57.08,50.75,1.82,122.83,0.34,54.3,0.73,65.62,0.44,5.11,2.57,50.99
79,47.0,2018.0,6.0,4.0,7.0,133.0,36.87,979.33,156.58,48.92,2.19,120.75,0.68,57.235,0.3,65.67,0.53,5.52,2.61,52.36
80,52.0,2018.0,6.0,4.0,8.0,162.0,38.5,980.0,307.67,44.0,2.56,126.42,0.65,60.17,0.92,62.18,0.4,5.01,3.15,42.03
81,53.0,2018.0,6.0,4.0,9.0,169.0,40.42,980.0,426.25,39.5,2.45,125.25,0.67,61.0,0.73,94.05,0.52,5.0,3.35,54.71
82,58.0,2018.0,6.0,4.0,10.0,188.0,41.77,979.25,592.58,37.0,2.53,125.25,0.35,56.6,1.13,101.16,0.45,4.43,3.09,48.5
83,59.0,2018.0,6.0,4.0,11.0,206.0,43.62,979.0,682.42,33.17,1.56,132.58,0.3,63.5,0.69,129.96,0.44,4.6,3.72,53.14
84,58.0,2018.0,6.0,4.0,12.0,216.0,44.37,978.0,705.75,31.17,2.17,121.25,0.21,63.1,0.28,142.28,0.5,4.88,3.92,63.24
85,63.0,2018.0,6.0,4.0,13.0,217.0,44.8,977.33,585.67,30.33,2.42,114.17,0.45,62.7,0.67,140.31,0.47,4.48,3.54,58.16
86,68.0,2018.0,6.0,4.0,14.0,233.0,42.48,976.92,478.58,29.42,2.17,124.92,0.33,61.8,0.63,143.95,0.51,4.43,3.23,57.33
87,78.0,2018.0,6.0,4.0,15.0,222.0,41.05,976.0,397.0,29.0,2.6,112.75,0.3,57.5,0.2,157.39,0.6,4.86,3.94,54.94
88,78.92,2018.0,6.0,4.0,16.0,238.0,40.53,975.25,268.75,30.17,2.89,109.33,0.31,53.2,0.62,141.24,0.55,4.56,3.98,51.07
89,78.08,2018.0,6.0,4.0,17.0,239.0,39.59,975.0,133.17,31.75,3.26,103.5,0.24,57.1,0.65,128.89,0.56,4.77,3.67,51.26
90,75.0,2018.0,6.0,4.0,18.0,267.0,38.34,975.17,41.75,34.92,3.86,98.08,0.53,13.92,5.45,109.83,0.68,0.32,53.09,14.51
91,80.5,2018.0,6.0,4.0,19.0,354.0,36.88,976.0,5.58,41.08,4.21,100.75,0.25,10.9,4.48,113.99,0.56,2.21,36.92,26.53
92,65.42,2018.0,6.0,4.0,20.0,331.0,36.18,976.75,3.0,42.42,3.99,101.08,0.23,34.62,1.25,99.29,0.54,5.2,18.32,41.89
93,59.42,2018.0,6.0,4.0,21.0,266.0,35.64,977.0,3.0,43.83,3.52,108.17,0.28,11.93,5.9,89.88,0.6,0.38,56.99,12.21
94,60.83,2018.0,6.0,4.0,22.0,205.0,35.17,977.83,3.0,44.42,3.38,114.58,0.15,32.66,2.87,97.82,0.52,3.18,25.17,32.0
95,61.0,2018.0,6.0,4.0,23.0,152.0,34.65,978.0,3.0,45.25,2.99,116.83,0.16,52.3,0.77,80.82,0.48,5.85,3.82,45.31
96,48.0,2018.0,6.0,5.0,0.0,138.0,34.12,978.0,3.0,46.58,3.03,115.0,0.26,53.066666,0.3,80.05,0.5,5.66,4.1,53.66
97,57.17,2018.0,6.0,5.0,1.0,128.0,33.71,978.0,3.0,47.0,2.47,113.83,0.27,53.833332,0.3,75.24,0.47,5.67,4.07,59.89
98,45.17,2018.0,6.0,5.0,2.0,127.0,33.31,978.92,3.0,47.5,2.55,116.67,0.3,54.6,2.04,56.92,0.16,2.9,3.79,16.86
99,39.42,2018.0,6.0,5.0,3.0,101.0,33.02,979.0,3.0,48.08,2.52,121.08,0.32,53.8,0.3,73.5,0.34,5.7,4.1,50.8
100,36.25,2018.0,6.0,5.0,4.0,88.0,32.54,979.33,3.0,49.92,2.66,116.58,0.1,53.0,0.3,67.09,0.3,6.0,4.13,53.55
101,31.42,2018.0,6.0,5.0,5.0,95.0,32.24,980.17,8.0,51.5,2.55,115.08,0.27,52.2,0.78,53.72,0.28,5.43,3.53,48.44
102,32.83,2018.0,6.0,5.0,6.0,117.0,32.16,981.0,54.42,52.33,2.73,115.17,0.44,31.33,0.3,51.68,0.58,6.03,4.05,52.61
103,44.0,2018.0,6.0,5.0,7.0,151.0,33.04,981.67,149.67,50.08,3.05,114.5,1.12,10.46,0.3,50.77,0.72,5.85,4.34,48.71
104,54.17,2018.0,6.0,5.0,8.0,191.0,34.44,982.0,302.0,46.17,3.14,115.08,0.96,10.39,1.24,62.82,0.75,5.13,4.22,54.19
105,61.42,2018.0,6.0,5.0,9.0,202.0,36.23,982.0,412.08,41.17,2.81,119.83,0.73,10.25,0.34,87.36,0.71,5.58,5.4,56.17
106,62.92,2018.0,6.0,5.0,10.0,205.0,37.77,982.0,570.83,37.92,2.87,111.5,0.58,33.325,0.4,103.08,0.7,5.47,5.39,55.34
107,71.25,2018.0,6.0,5.0,11.0,226.0,38.48,982.0,649.08,35.58,3.17,116.67,0.24,56.4,1.23,104.18,0.48,4.57,3.9,46.49
108,51.83,2018.0,6.0,5.0,12.0,201.0,39.56,981.17,695.5,32.0,2.82,112.08,0.23,55.533333,0.33,125.12,0.47,5.27,4.33,61.18
109,52.75,2018.0,6.0,5.0,13.0,215.0,40.28,980.5,647.58,29.25,2.87,110.0,0.39,54.666668,0.3,130.98,0.45,5.17,4.09,57.66
110,44.75,2018.0,6.0,5.0,14.0,197.0,40.71,979.67,572.25,27.92,2.58,112.42,0.43,53.800003,1.07,133.38,0.49,4.23,3.56,56.14
111,44.92,2018.0,6.0,5.0,15.0,168.0,40.75,978.8,446.42,27.75,2.07,122.67,0.26,52.933334,0.59,132.45,0.54,4.58,3.37,48.22
112,51.0,2018.0,6.0,5.0,16.0,154.25,40.41,977.75,290.33,27.58,2.4,116.67,0.19,52.066666,0.2,133.42,0.52,4.79,3.75,47.62
113,55.0,2018.0,6.0,5.0,17.0,153.0,39.54,977.0,150.0,31.33,2.85,110.75,0.32,51.2,0.63,114.18,0.48,4.76,3.33,45.91
114,63.0,2018.0,6.0,5.0,18.0,210.0,38.43,977.0,46.0,34.33,3.08,112.92,0.19,10.35,0.84,109.77,0.76,4.65,10.87,42.02
115,63.0,2018.0,6.0,5.0,19.0,222.0,37.62,977.92,5.42,35.17,3.27,112.08,0.22,11.17,3.97,93.14,0.77,0.3,48.46,11.39
116,62.0,2018.0,6.0,5.0,20.0,207.0,36.87,978.67,3.0,39.67,3.07,101.17,0.33,12.53,3.15,72.89,0.86,1.38,52.76,12.85
117,64.0,2018.0,6.0,5.0,21.0,246.0,35.92,979.67,3.0,44.58,3.23,103.75,0.34,11.57,4.36,78.02,0.79,0.38,49.77,11.87
118,61.0,2018.0,6.0,5.0,22.0,221.0,35.39,980.67,3.0,45.75,3.26,107.58,0.4,10.74,4.03,78.41,0.79,1.8,39.12,21.79
119,61.0,2018.0,6.0,5.0,23.0,185.0,34.92,981.0,3.0,46.67,2.85,117.08,0.2,28.22,1.71,72.48,0.68,3.98,14.3,33.94
120,63.0,2018.0,6.0,6.0,0.0,160.0,34.4,981.0,3.0,48.92,3.29,118.5,0.1,41.62,0.3,85.95,0.48,5.42,3.41,46.8
121,64.0,2018.0,6.0,6.0,1.0,166.0,34.06,981.0,3.0,50.08,2.93,117.0,0.1,55.02,1.92,84.03,0.42,3.5,2.09,37.26
122,64.0,2018.0,6.0,6.0,2.0,182.0,33.84,981.0,3.0,50.92,2.56,112.83,0.8,55.865,1.03,80.33,0.16,3.47,3.93,18.78
123,63.0,2018.0,6.0,6.0,3.0,160.0,33.4,981.67,3.25,52.58,2.37,80.75,0.11,56.71,0.3,94.99,0.4,5.52,2.97,50.66
124,59.0,2018.0,6.0,6.0,4.0,164.0,32.4,982.0,3.33,57.33,2.32,23.42,0.31,57.555,0.35,57.12,0.53,5.59,4.37,58.62
125,78.0,2018.0,6.0,6.0,5.0,184.0,30.7,982.83,4.5,59.25,4.52,26.33,0.31,58.4,0.81,57.72,0.36,5.13,4.84,53.97
126,94.0,2018.0,6.0,6.0,6.0,583.0,29.04,983.67,12.5,65.25,4.22,51.75,0.28,42.300003,0.31,81.22,0.4,5.17,3.96,57.09
127,44.0,2018.0,6.0,6.0,7.0,240.0,29.82,984.08,94.08,61.17,2.94,79.25,0.57,26.2,0.3,82.66,0.65,5.49,3.48,49.01
128,34.0,2018.0,6.0,6.0,8.0,119.0,31.03,984.0,239.5,53.08,3.1,80.92,0.63,10.1,1.11,86.94,0.72,4.74,2.72,50.18
129,47.0,2018.0,6.0,6.0,9.0,162.0,31.72,984.0,287.08,48.42,3.48,70.08,0.93,10.35,0.33,90.34,0.66,5.97,3.4,53.47
130,56.0,2018.0,6.0,6.0,10.0,235.0,33.44,984.0,444.17,45.67,3.43,96.92,0.77,11.735001,0.3,96.64,0.64,5.81,2.89,51.29
131,50.0,2018.0,6.0,6.0,11.0,211.0,33.58,983.08,105.17,46.08,3.12,94.0,2.18,13.12,2.81,71.54,0.47,3.16,31.97,34.98
132,58.0,2018.0,6.0,6.0,12.0,245.0,34.13,982.17,287.92,48.08,3.19,104.5,0.99,13.98,8.61,65.94,0.48,0.89,51.97,18.71
133,55.0,2018.0,6.0,6.0,13.0,208.0,35.26,982.0,371.17,45.75,3.08,104.5,0.76,19.476665,0.35,95.99,0.23,6.0,5.45,56.03
134,44.0,2018.0,6.0,6.0,14.0,156.0,35.05,981.75,279.92,46.5,2.63,78.0,0.47,24.973333,1.25,104.26,0.41,5.04,4.01,55.49
135,50.0,2018.0,6.0,6.0,15.0,177.0,34.75,981.0,277.92,48.67,2.48,58.83,0.72,30.47,1.25,86.92,0.5,4.99,3.95,41.42
136,53.0,2018.0,6.0,6.0,16.0,171.0,35.37,979.83,230.25,48.08,1.84,75.33,0.71,10.88,4.97,98.55,0.58,1.3,40.57,17.62
137,55.0,2018.0,6.0,6.0,17.0,182.0,35.32,979.0,142.0,47.67,1.72,79.42,1.22,11.07,6.42,92.87,0.62,0.8,48.07,15.02
138,68.0,2018.0,6.0,6.0,18.0,194.0,34.67,979.0,47.0,49.83,1.88,58.92,0.27,13.18,7.33,85.89,0.65,0.3,52.99,13.45
139,72.0,2018.0,6.0,6.0,19.0,239.0,33.19,979.0,6.75,55.17,2.39,40.67,0.37,13.94,8.25,94.42,0.74,0.41,53.51,14.26
140,67.0,2018.0,6.0,6.0,20.0,208.0,32.62,979.0,3.33,57.75,2.08,90.33,0.36,13.87,6.12,58.79,0.87,1.76,59.71,14.25
141,57.0,2018.0,6.0,6.0,21.0,186.0,32.18,979.17,3.5,60.0,1.81,70.08,0.43,13.04,4.84,48.53,0.9,0.5,59.6,13.47
142,58.0,2018.0,6.0,6.0,22.0,169.0,31.6,979.17,3.08,63.25,1.17,114.5,0.56,13.59,3.92,38.91,0.85,0.55,59.2,14.17
143,58.0,2018.0,6.0,6.0,23.0,163.0,31.53,979.0,3.0,63.58,0.9,122.17,1.82,14.76,3.14,27.33,0.79,1.17,51.44,18.6
144,68.0,2018.0,6.0,7.0,0.0,172.0,31.56,979.0,3.0,62.92,1.44,115.08,0.75,14.87,3.68,23.77,0.89,0.5,58.74,15.62
145,67.0,2018.0,6.0,7.0,1.0,180.0,31.32,979.0,3.17,62.5,1.71,116.67,0.61,13.22,3.62,36.06,0.76,0.5,69.92,13.78
146,57.0,2018.0,6.0,7.0,2.0,139.0,30.88,979.0,3.08,61.67,2.07,115.58,0.58,10.9,1.71,55.28,0.21,1.6,11.67,19.0
147,40.0,2018.0,6.0,7.0,3.0,121.0,30.46,979.0,3.08,63.83,1.74,114.92,0.43,28.95,0.5,52.93,0.6,7.67,4.15,59.67
148,44.0,2018.0,6.0,7.0,4.0,116.0,30.37,979.0,3.08,65.0,2.01,115.42,0.4,47.0,0.5,44.25,0.6,7.36,4.71,66.41
149,42.0,2018.0,6.0,7.0,5.0,119.0,30.04,979.0,9.25,66.25,2.03,113.17,0.38,65.05,2.14,33.62,0.47,5.41,3.6,48.42
150,47.0,2018.0,6.0,7.0,6.0,121.0,30.58,979.0,61.83,62.42,1.46,116.5,0.7,10.05,0.5,44.12,0.64,7.08,4.23,65.28
151,39.0,2018.0,6.0,7.0,7.0,122.0,32.41,979.67,161.33,48.92,1.5,118.33,0.95,10.47,1.09,57.28,0.63,5.63,13.82,51.99
152,51.0,2018.0,6.0,7.0,8.0,135.0,34.92,980.0,331.17,40.58,0.93,128.0,0.82,10.48,2.32,84.35,0.58,4.08,18.4,50.61
153,46.0,2018.0,6.0,7.0,9.0,130.0,36.18,980.0,455.58,39.25,0.91,148.92,0.56,10.08,0.4,108.52,0.59,6.63,3.0,63.14
154,46.0,2018.0,6.0,7.0,10.0,128.0,37.77,979.42,629.33,37.75,1.2,146.58,0.57,36.64,0.33,127.47,0.55,6.06,3.58,62.37
155,55.0,2018.0,6.0,7.0,11.0,147.0,38.94,979.0,695.83,34.75,1.36,129.0,0.31,63.2,0.84,159.98,0.43,5.5,4.74,56.54
156,63.0,2018.0,6.0,7.0,12.0,174.0,39.64,978.17,704.42,33.83,1.08,182.58,0.45,60.508335,0.33,182.78,0.48,5.77,5.44,64.21
157,61.0,2018.0,6.0,7.0,13.0,155.0,40.84,977.17,687.58,30.33,1.26,125.92,0.25,57.816666,0.3,194.21,0.5,5.55,4.06,62.58
158,105.0,2018.0,6.0,7.0,14.0,167.0,41.4,976.17,593.5,28.92,1.08,143.67,0.28,55.125,1.15,194.57,0.5,4.82,3.08,62.22
159,116.0,2018.0,6.0,7.0,15.0,167.0,41.71,975.08,463.25,26.75,0.97,158.0,0.42,52.433334,0.23,194.52,0.55,4.89,5.12,47.32
160,89.0,2018.0,6.0,7.0,16.0,172.0,40.92,974.08,304.67,26.0,0.88,215.5,0.29,49.741665,0.2,185.3,0.5,4.43,6.03,50.2
161,61.0,2018.0,6.0,7.0,17.0,164.0,40.29,974.0,141.17,27.33,1.13,154.0,0.16,47.05,0.78,49.65,0.5,3.37,4.81,40.33
162,84.0,2018.0,6.0,7.0,18.0,190.0,39.31,974.0,44.67,30.75,2.07,110.17,0.2,11.63,3.53,149.09,0.79,1.75,29.37,25.42
163,107.0,2018.0,6.0,7.0,19.0,301.0,38.27,974.0,5.75,34.92,2.39,89.33,0.4,15.36,7.94,86.22,0.92,0.47,56.1,15.78
164,91.0,2018.0,6.0,7.0,20.0,323.0,36.94,975.0,3.33,43.92,2.46,93.17,0.53,14.7,5.72,70.0,1.03,1.75,56.84,15.2
165,83.0,2018.0,6.0,7.0,21.0,293.0,35.82,975.0,3.17,50.0,2.82,104.5,0.31,11.94,4.57,87.64,0.88,0.6,55.06,12.22
166,78.0,2018.0,6.0,7.0,22.0,222.0,35.36,975.83,3.08,50.0,2.62,112.17,0.32,11.91,4.58,81.72,0.78,0.6,56.73,12.24
