,PM2.5,year,month,day,hour,PM10,SR,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
201,45.25,2018.0,6.0,9.0,9.0,123.0,349.65,,15.9,16.42,28.78,8.5,3.38,0.66,0.92,17.03,28.45
202,49.25,2018.0,6.0,9.0,10.0,139.0,362.95,,20.05,14.58,30.15,8.55,3.88,0.7,0.95,14.52,27.7
203,55.25,2018.0,6.0,9.0,11.0,154.0,349.05,,23.03,10.53,32.02,8.32,4.23,0.71,1.02,12.03,25.45
204,59.25,2018.0,6.0,9.0,12.0,166.25,331.12,,37.37,9.05,32.25,8.22,4.5,0.71,1.02,10.5,24.4
205,64.5,2018.0,6.0,9.0,13.0,180.5,313.2,,31.2,9.45,32.47,8.23,4.1,0.7,0.95,11.43,24.85
206,61.0,2018.0,6.0,9.0,14.0,209.25,320.77,,48.25,8.77,33.05,8.18,4.5,0.65,0.95,13.4,24.6
207,50.25,2018.0,6.0,9.0,15.0,309.75,310.88,,61.12,6.12,32.2,7.77,5.12,0.56,0.97,10.88,22.02
208,43.25,2018.0,6.0,9.0,16.0,287.5,257.45,,66.18,5.62,32.0,7.7,5.35,0.53,0.92,6.1,21.52
209,39.75,2018.0,6.0,9.0,17.0,207.25,293.0,,60.3,5.92,31.95,7.67,5.07,0.5,0.89,6.97,21.73
210,21.25,2018.0,6.0,9.0,18.0,701.0,287.5,,44.1,8.47,30.53,7.78,4.0,0.47,0.8,11.0,23.05
211,15.0,2018.0,6.0,9.0,19.0,255.75,263.0,,25.12,12.8,29.85,8.35,3.57,0.56,0.74,17.72,26.1
212,24.5,2018.0,6.0,9.0,20.0,58.75,264.22,,28.12,16.5,29.03,8.4,3.85,0.69,0.92,17.5,28.65
213,25.75,2018.0,6.0,9.0,21.0,64.0,281.97,,56.9,15.38,29.8,8.53,4.2,0.78,1.14,13.15,28.15
214,34.0,2018.0,6.0,9.0,22.0,81.25,290.12,,64.12,14.97,28.82,8.62,4.27,0.78,1.2,13.93,27.28
215,39.0,2018.0,6.0,9.0,23.0,89.5,281.32,,50.5,13.88,27.88,8.55,4.2,0.71,1.16,13.67,25.95
216,45.0,2018.0,6.0,10.0,0.0,114.0,286.93,,51.68,18.45,27.82,8.75,3.62,0.66,0.91,17.97,29.58
217,33.25,2018.0,6.0,10.0,1.0,102.0,260.9,,54.47,20.07,26.92,8.97,7.37,0.64,0.95,19.8,30.4
218,53.75,2018.0,6.0,10.0,2.0,105.0,271.0,,56.73,19.78,27.62,8.83,13.2,0.63,1.11,19.6,30.55
219,59.5,2018.0,6.0,10.0,3.0,109.25,269.65,,64.95,19.45,27.85,8.95,14.25,0.68,1.17,17.63,30.38
220,75.25,2018.0,6.0,10.0,4.0,123.25,281.35,,64.05,18.6,27.1,9.0,11.38,0.71,1.26,19.25,29.3
221,75.75,2018.0,6.0,10.0,5.0,125.75,267.43,,64.92,18.15,27.35,9.23,8.02,0.76,1.39,18.75,29.07
222,83.5,2018.0,6.0,10.0,6.0,138.5,270.13,,64.9,22.55,25.95,9.23,4.42,0.78,1.46,23.85,31.88
223,75.25,2018.0,6.0,10.0,7.0,144.75,308.83,,73.77,22.6,26.53,9.25,3.1,0.78,1.46,22.05,32.2
224,95.25,2018.0,6.0,10.0,8.0,163.75,341.5,,63.7,22.65,26.78,9.12,2.9,0.77,1.54,23.2,32.35
225,98.75,2018.0,6.0,10.0,9.0,181.0,394.75,,52.05,20.6,29.3,9.1,2.58,0.73,1.41,23.8,32.05
226,71.75,2018.0,6.0,10.0,10.0,161.25,409.58,,67.42,16.68,30.35,8.83,2.35,0.67,1.22,17.75,29.45
227,63.75,2018.0,6.0,10.0,11.0,161.75,414.1,,63.82,13.58,30.67,8.55,2.5,0.62,1.15,17.1,27.18
228,55.0,2018.0,6.0,10.0,12.0,144.5,400.2,,63.73,12.37,32.22,8.53,2.43,0.57,0.97,14.55,27.05
229,44.75,2018.0,6.0,10.0,13.0,128.5,373.25,,44.4,12.37,31.5,8.35,2.63,0.52,0.83,18.3,26.62
230,47.25,2018.0,6.0,10.0,14.0,129.5,349.23,,62.22,9.92,33.52,8.05,3.15,0.48,0.77,10.63,25.7
231,64.75,2018.0,6.0,10.0,15.0,144.25,334.75,,53.12,8.25,32.8,7.95,4.22,0.44,0.64,8.33,24.05
232,52.75,2018.0,6.0,10.0,16.0,133.75,292.28,,58.02,7.65,31.7,7.88,4.27,0.42,0.56,8.1,23.0
233,48.5,2018.0,6.0,10.0,17.0,129.75,265.8,,56.77,8.08,31.18,7.98,3.62,0.41,0.48,11.1,23.05
234,42.25,2018.0,6.0,10.0,18.0,131.5,255.73,,51.7,10.93,30.65,8.25,2.7,0.43,0.4,13.15,25.05
235,42.0,2018.0,6.0,10.0,19.0,139.75,249.52,,44.52,12.03,30.72,8.3,2.95,0.46,0.49,13.6,25.97
236,47.25,2018.0,6.0,10.0,20.0,177.5,255.05,,49.8,12.0,30.9,8.38,3.45,0.58,0.67,15.43,26.0
237,56.25,2018.0,6.0,10.0,21.0,203.75,249.53,,40.7,14.33,30.43,8.65,3.68,0.82,0.84,17.7,27.62
238,77.25,2018.0,6.0,10.0,22.0,237.25,242.13,,45.02,14.83,29.75,8.73,6.53,0.98,1.11,15.6,27.7
239,85.75,2018.0,6.0,10.0,23.0,249.5,252.23,,54.35,16.25,28.95,8.88,11.5,1.02,1.28,18.0,28.4
240,94.75,2018.0,6.0,11.0,0.0,231.75,271.6,,59.0,21.7,27.03,9.12,20.7,1.03,1.42,23.5,31.72
241,131.5,2018.0,6.0,11.0,1.0,290.75,282.28,,52.12,23.17,27.07,9.25,17.87,1.01,1.94,22.97,32.95
242,111.25,2018.0,6.0,11.0,2.0,275.25,283.15,,51.88,20.92,27.5,9.17,9.7,0.93,1.96,17.18,31.38
243,75.25,2018.0,6.0,11.0,3.0,216.75,272.38,,45.23,18.77,26.97,9.13,3.12,0.79,1.75,15.12,29.37
244,67.25,2018.0,6.0,11.0,4.0,187.0,286.43,,50.73,18.15,26.25,9.05,1.05,0.72,1.54,17.12,28.5
245,84.25,2018.0,6.0,11.0,5.0,238.75,279.53,,47.43,20.05,26.05,9.18,0.4,0.69,1.49,17.53,29.9
246,55.25,2018.0,6.0,11.0,6.0,244.0,287.43,,46.62,20.83,25.65,9.23,0.35,0.61,1.48,21.15,30.32
247,46.0,2018.0,6.0,11.0,7.0,264.75,323.18,,50.52,20.28,26.25,9.05,0.77,0.53,1.44,17.13,30.2
248,45.5,2018.0,6.0,11.0,8.0,250.5,362.65,,52.95,18.85,26.4,9.05,1.2,0.48,1.18,15.62,29.15
249,44.25,2018.0,6.0,11.0,9.0,222.0,396.35,,49.75,18.2,27.9,9.03,1.58,0.44,0.95,15.02,29.38
250,49.75,2018.0,6.0,11.0,10.0,207.5,421.08,,49.9,16.32,30.6,8.9,1.78,0.42,0.79,19.72,29.32
251,48.25,2018.0,6.0,11.0,11.0,196.75,435.65,,50.6,15.32,30.62,8.98,1.62,0.42,0.68,19.48,28.57
252,47.5,2018.0,6.0,11.0,12.0,790.25,434.38,,53.68,14.4,30.57,8.72,2.05,0.4,0.67,15.25,27.78
253,48.0,2018.0,6.0,11.0,13.0,994.5,405.0,,54.42,11.45,31.9,8.38,3.27,0.38,0.62,9.0,26.1
254,50.25,2018.0,6.0,11.0,14.0,980.5,353.75,,55.68,8.2,31.67,8.15,4.6,0.4,0.49,11.78,23.45
255,53.25,2018.0,6.0,11.0,15.0,979.0,336.8,,54.93,5.75,31.15,8.28,15.73,0.42,0.41,4.6,21.2
256,60.5,2018.0,6.0,11.0,16.0,463.25,317.15,,55.87,4.77,28.78,8.73,34.78,0.38,0.43,2.93,19.1
257,61.75,2018.0,6.0,11.0,17.0,289.75,278.47,,56.32,5.7,28.65,9.35,43.6,0.37,0.38,5.8,19.8
258,58.75,2018.0,6.0,11.0,18.0,281.25,248.9,,56.22,6.38,30.82,8.08,4.5,0.38,0.44,7.02,21.5
259,60.75,2018.0,6.0,11.0,19.0,275.5,238.92,,52.12,8.3,31.67,8.05,3.48,0.44,0.7,7.32,23.47
260,65.0,2018.0,6.0,11.0,20.0,261.0,240.65,,49.93,8.35,32.5,8.23,3.33,0.59,0.74,8.57,23.98
261,82.75,2018.0,6.0,11.0,21.0,266.25,244.27,,54.93,9.98,31.03,8.35,3.4,0.72,1.3,9.85,24.47
262,79.5,2018.0,6.0,11.0,22.0,251.25,240.63,,51.77,12.22,29.88,8.57,3.15,0.73,1.41,13.3,25.68
263,72.5,2018.0,6.0,11.0,23.0,243.0,233.97,,41.38,14.03,28.87,8.65,3.1,0.72,1.27,16.93,26.6
264,80.75,2018.0,6.0,12.0,0.0,258.75,238.65,,40.52,13.97,30.6,8.82,3.23,0.79,1.45,15.1,27.47
265,106.5,2018.0,6.0,12.0,1.0,314.25,237.98,,38.2,15.45,29.82,8.95,3.43,0.81,1.72,14.05,28.25
266,151.0,2018.0,6.0,12.0,2.0,386.25,247.95,,46.55,15.05,28.47,8.97,3.38,0.79,1.95,14.78,27.2
267,140.0,2018.0,6.0,12.0,3.0,397.75,253.22,,49.73,15.22,27.47,8.98,3.22,0.72,1.99,14.85,26.77
268,92.0,2018.0,6.0,12.0,4.0,351.0,250.08,,55.0,17.12,27.35,9.05,3.1,0.65,1.78,19.87,28.22
269,75.75,2018.0,6.0,12.0,5.0,331.5,251.75,,47.45,19.62,26.9,9.27,3.1,0.63,1.56,21.97,29.97
270,102.25,2018.0,6.0,12.0,6.0,364.75,256.93,,38.72,19.1,27.8,9.38,3.18,0.66,1.58,18.4,30.07
271,166.0,2018.0,6.0,12.0,7.0,403.0,286.55,,39.43,17.92,27.25,9.42,3.15,0.69,1.87,18.72,28.82
272,112.0,2018.0,6.0,12.0,8.0,364.25,332.8,,46.8,17.48,26.5,9.32,3.15,0.64,1.87,17.78,28.07
273,71.0,2018.0,6.0,12.0,9.0,397.75,385.03,,49.95,16.9,27.03,9.15,3.07,0.56,1.48,16.95,27.9
274,82.75,2018.0,6.0,12.0,10.0,626.0,414.28,,53.45,16.42,28.6,9.03,3.07,0.48,1.14,16.57,28.35
275,89.0,2018.0,6.0,12.0,11.0,700.25,417.65,,53.1,14.95,28.83,8.72,3.35,0.41,0.88,13.9,27.28
276,94.25,2018.0,6.0,12.0,12.0,750.5,406.1,,53.6,10.07,28.75,7.9,6.55,0.35,0.63,7.9,23.32
277,115.75,2018.0,6.0,12.0,13.0,916.5,375.65,,55.05,6.47,29.52,7.78,5.23,0.31,0.25,6.25,20.95
278,123.75,2018.0,6.0,12.0,14.0,980.5,339.08,,53.88,5.27,29.08,7.72,9.92,0.29,0.07,2.05,19.67
279,124.75,2018.0,6.0,12.0,15.0,991.75,306.03,,52.32,3.75,27.5,8.2,26.1,0.26,0.01,2.43,17.62
280,149.75,2018.0,6.0,12.0,16.0,998.5,281.2,,54.75,5.7,26.92,8.28,20.17,0.26,0.03,5.4,18.9
281,156.75,2018.0,6.0,12.0,17.0,1000.0,259.13,,55.8,6.38,27.68,7.95,4.9,0.3,0.03,7.85,19.85
282,160.5,2018.0,6.0,12.0,18.0,1000.0,245.02,,55.73,7.13,28.9,7.85,3.88,0.33,0.09,6.98,21.05
283,173.75,2018.0,6.0,12.0,19.0,1000.0,239.65,,55.53,8.35,28.88,7.83,3.7,0.4,0.25,10.35,22.05
284,183.0,2018.0,6.0,12.0,20.0,986.25,238.0,,50.72,9.12,28.97,7.95,3.85,0.51,0.58,10.8,22.73
285,207.0,2018.0,6.0,12.0,21.0,983.25,235.58,,46.6,12.02,29.15,8.53,3.98,0.72,0.89,14.42,25.1
286,212.0,2018.0,6.0,12.0,22.0,1000.0,234.42,,43.82,13.35,28.62,8.65,4.05,0.77,1.06,11.5,25.93
287,216.25,2018.0,6.0,12.0,23.0,991.75,231.0,,41.02,13.53,28.08,8.65,3.57,0.73,1.09,9.23,25.72
288,242.5,2018.0,6.0,13.0,0.0,978.0,232.45,,38.3,12.23,27.23,8.42,3.6,0.59,0.94,9.52,24.28
289,253.75,2018.0,6.0,13.0,1.0,989.0,230.28,,38.55,12.35,26.22,8.73,3.55,0.57,1.01,10.72,23.85
290,220.75,2018.0,6.0,13.0,2.0,986.0,230.22,,37.65,13.12,25.8,8.7,3.53,0.58,1.28,13.9,24.2
291,192.75,2018.0,6.0,13.0,3.0,997.25,233.25,,38.9,14.3,25.4,8.72,3.97,0.56,1.34,14.08,24.92
292,162.0,2018.0,6.0,13.0,4.0,999.75,237.1,,39.8,14.32,25.42,8.85,3.8,0.51,1.24,12.02,24.98
293,137.0,2018.0,6.0,13.0,5.0,978.25,238.92,,40.52,14.17,24.9,8.6,3.4,0.43,1.09,11.65,24.62
294,122.25,2018.0,6.0,13.0,6.0,918.0,252.45,,43.58,13.32,25.65,8.58,3.43,0.41,0.8,10.9,24.33
295,122.75,2018.0,6.0,13.0,7.0,939.25,285.95,,49.57,13.08,25.75,8.53,3.68,0.41,0.73,9.97,24.18
296,122.5,2018.0,6.0,13.0,8.0,988.0,328.17,,49.6,12.45,26.57,8.65,3.8,0.39,0.64,10.58,24.1
297,126.25,2018.0,6.0,13.0,9.0,1000.0,361.35,,47.5,13.95,26.0,8.63,3.93,0.38,0.49,12.02,25.0
298,129.25,2018.0,6.0,13.0,10.0,1000.0,389.53,,43.8,11.47,27.05,8.4,3.62,0.34,0.41,10.05,23.57
299,140.25,2018.0,6.0,13.0,11.0,1000.0,401.82,,47.7,11.0,27.03,8.08,3.75,0.3,0.34,10.27,23.15
300,150.75,2018.0,6.0,13.0,12.0,284.0,396.17,,51.57,6.57,26.9,8.85,15.77,0.27,0.17,4.82,19.52
301,168.25,2018.0,6.0,13.0,13.0,1000.0,377.5,,50.62,3.12,25.37,9.85,36.22,0.23,0.01,1.93,15.95
302,178.5,2018.0,6.0,13.0,14.0,756.75,336.28,,49.88,5.83,26.12,8.2,6.3,0.22,0.05,5.78,18.6
303,185.25,2018.0,6.0,13.0,15.0,500.0,314.08,,49.55,6.08,27.8,7.88,5.85,0.23,0.2,4.45,19.62
304,184.25,2018.0,6.0,13.0,16.0,1000.0,293.68,,50.02,5.6,27.12,7.85,4.95,0.25,0.28,6.65,18.92
305,206.25,2018.0,6.0,13.0,17.0,779.75,264.62,,52.57,6.45,26.47,7.85,4.75,0.26,0.4,5.65,19.22
306,258.0,2018.0,6.0,13.0,18.0,115.0,250.88,,49.2,6.05,26.93,7.77,3.85,0.27,0.43,5.83,19.18
307,353.75,2018.0,6.0,13.0,19.0,89.5,240.97,,51.85,8.92,26.2,8.1,3.6,0.33,0.47,9.35,21.1
308,446.5,2018.0,6.0,13.0,20.0,49.0,237.42,,50.73,12.95,26.15,8.45,3.77,0.37,0.55,10.9,23.17
309,572.75,2018.0,6.0,13.0,21.0,765.5,235.53,,52.9,12.85,26.75,8.65,3.82,0.4,0.67,11.22,24.52
310,620.5,2018.0,6.0,13.0,22.0,988.75,232.85,,52.27,13.53,26.32,8.73,3.65,0.41,0.73,11.17,24.8
311,651.5,2018.0,6.0,13.0,23.0,989.0,230.03,,50.2,15.33,25.6,8.8,3.88,0.42,0.79,10.8,25.88
312,581.75,2018.0,6.0,14.0,0.0,977.75,229.1,,46.35,14.12,25.83,8.9,3.97,0.45,0.86,9.38,25.02
313,332.0,2018.0,6.0,14.0,1.0,994.5,233.5,,45.95,13.23,26.43,6.53,3.85,0.3,0.68,11.97,18.55
314,372.5,2018.0,6.0,14.0,2.0,986.25,233.58,,43.45,16.77,25.88,9.0,3.95,0.38,0.76,18.15,27.22
315,267.0,2018.0,6.0,14.0,3.0,1000.0,239.77,,43.27,18.1,25.42,9.03,3.57,0.35,0.66,18.28,28.0
316,185.75,2018.0,6.0,14.0,4.0,1000.0,240.5,,41.5,17.02,25.2,8.95,3.45,0.32,0.59,14.95,27.0
317,151.75,2018.0,6.0,14.0,5.0,967.25,246.8,,42.35,17.42,25.0,9.0,3.48,0.33,0.61,15.3,27.25
318,125.0,2018.0,6.0,14.0,6.0,925.0,263.8,,45.12,16.0,25.17,8.8,3.48,0.34,0.6,14.02,26.17
319,122.75,2018.0,6.0,14.0,7.0,977.75,293.38,,46.25,16.08,25.65,8.82,3.62,0.35,0.53,15.12,26.5
320,136.75,2018.0,6.0,14.0,8.0,1000.0,314.93,,44.2,17.97,25.95,8.88,3.8,0.35,0.46,18.95,28.2
321,143.25,2018.0,6.0,14.0,9.0,1000.0,346.15,,44.62,16.65,26.57,8.8,3.58,0.33,0.47,18.07,27.48
322,127.25,2018.0,6.0,14.0,10.0,1000.0,379.55,,43.87,14.67,27.15,8.65,3.75,0.33,0.42,12.47,26.2
323,113.0,2018.0,6.0,14.0,11.0,925.75,397.28,,45.9,8.42,26.83,6.6,5.33,0.52,0.61,7.65,21.0
324,115.75,2018.0,6.0,14.0,12.0,974.25,399.88,,46.43,4.4,27.87,8.9,7.05,0.77,1.05,1.28,18.35
325,114.25,2018.0,6.0,14.0,13.0,919.75,382.85,,44.45,4.38,26.95,11.3,15.03,0.3,0.27,0.92,17.85
326,118.25,2018.0,6.0,14.0,14.0,928.5,348.45,,45.02,4.57,27.02,9.57,12.25,0.06,0.4,4.95,18.03
327,131.75,2018.0,6.0,14.0,15.0,984.75,319.03,,42.77,4.6,25.72,1.75,10.35,0.13,1.02,5.65,17.38
328,145.5,2018.0,6.0,14.0,16.0,1000.0,294.38,,41.48,4.33,25.95,1.95,13.72,0.19,1.45,1.65,17.3
329,155.75,2018.0,6.0,14.0,17.0,1000.0,264.45,,42.5,4.0,26.03,2.47,16.17,0.13,1.28,1.85,17.03
330,148.5,2018.0,6.0,14.0,18.0,977.0,243.4,,44.45,3.75,26.7,2.62,10.43,0.01,1.63,2.93,17.17
331,146.5,2018.0,6.0,14.0,19.0,992.0,228.67,,46.0,5.25,28.0,6.82,11.15,1.33,1.1,5.38,19.1
332,142.5,2018.0,6.0,14.0,20.0,943.0,227.5,,47.65,4.35,29.33,12.72,10.95,0.24,0.93,6.25,19.02
333,160.75,2018.0,6.0,14.0,21.0,980.0,228.02,,48.2,4.15,29.67,9.22,9.78,0.29,0.9,3.65,19.12
334,192.0,2018.0,6.0,14.0,22.0,1000.0,222.15,,50.62,4.42,29.83,13.17,11.53,0.53,0.96,4.65,19.4
335,202.5,2018.0,6.0,14.0,23.0,1000.0,212.47,,67.62,4.65,29.6,7.97,13.78,0.45,1.25,2.85,19.48
336,221.75,2018.0,6.0,15.0,0.0,1000.0,220.67,,38.25,5.08,29.75,8.77,13.77,0.22,1.38,2.55,19.9
337,233.75,2018.0,6.0,15.0,1.0,1000.0,220.6,,38.05,6.18,26.68,10.1,14.25,0.15,1.44,7.02,19.12
338,224.5,2018.0,6.0,15.0,2.0,1000.0,228.75,,39.15,6.68,26.4,8.55,13.15,0.1,1.52,6.35,19.4
339,210.75,2018.0,6.0,15.0,3.0,1000.0,237.6,,40.18,5.77,25.95,4.47,11.92,0.04,1.39,3.18,18.43
340,168.25,2018.0,6.0,15.0,4.0,1000.0,235.57,,40.12,5.53,26.0,4.65,12.33,0.0,1.05,2.67,18.3
341,162.75,2018.0,6.0,15.0,5.0,1000.0,239.33,,43.68,5.73,25.53,4.3,12.07,2.5,0.79,3.07,18.15
342,166.0,2018.0,6.0,15.0,6.0,1000.0,251.78,,42.88,5.45,26.12,3.0,16.0,0.0,0.66,1.37,18.28
343,157.25,2018.0,6.0,15.0,7.0,1000.0,281.6,,44.45,6.5,25.88,3.62,18.83,0.0,0.49,4.03,18.95
344,142.25,2018.0,6.0,15.0,8.0,1000.0,315.97,,44.38,5.12,25.87,3.18,13.6,0.0,0.32,2.15,17.88
345,115.25,2018.0,6.0,15.0,9.0,942.25,344.85,,45.32,3.98,25.75,2.58,9.55,0.0,0.1,1.52,16.9
346,97.5,2018.0,6.0,15.0,10.0,763.5,377.95,,45.1,4.32,25.4,2.72,8.9,0.12,0.24,1.8,16.95
347,94.75,2018.0,6.0,15.0,11.0,670.25,380.55,,39.28,3.8,25.68,2.07,16.38,0.18,0.17,2.9,16.73
348,84.75,2018.0,6.0,15.0,12.0,606.5,375.4,,42.93,4.07,25.15,2.17,18.65,0.19,0.0,4.9,16.6
349,73.75,2018.0,6.0,15.0,13.0,575.5,360.18,,43.5,3.95,24.65,2.25,14.1,0.18,0.0,2.97,16.25
350,88.5,2018.0,6.0,15.0,14.0,634.0,331.85,,44.23,3.65,25.0,3.35,8.9,0.19,0.0,3.5,16.22
351,85.5,2018.0,6.0,15.0,15.0,604.0,313.45,,45.72,4.07,25.33,4.38,9.38,0.18,0.0,2.23,16.73
352,89.25,2018.0,6.0,15.0,16.0,560.0,287.53,,40.43,4.35,24.45,5.43,9.08,0.19,0.0,5.38,16.47
353,87.75,2018.0,6.0,15.0,17.0,514.75,257.8,,43.05,4.35,25.4,5.9,8.67,0.2,0.0,2.05,16.97
354,80.25,2018.0,6.0,15.0,18.0,487.0,244.15,,53.25,4.32,24.75,3.47,8.95,0.22,0.0,3.6,16.63
355,70.0,2018.0,6.0,15.0,19.0,460.5,235.8,,56.78,4.2,25.2,2.05,8.13,0.28,0.0,3.93,16.75
356,70.75,2018.0,6.0,15.0,20.0,450.75,219.85,,71.88,4.18,27.58,3.27,8.35,0.46,0.0,3.4,17.97
357,108.25,2018.0,6.0,15.0,21.0,647.25,198.75,,70.35,3.35,26.37,4.3,14.55,0.6,0.0,4.5,16.7
358,152.0,2018.0,6.0,15.0,22.0,926.5,201.7,,63.88,4.03,26.3,3.35,14.88,0.56,0.0,3.32,17.22
359,154.75,2018.0,6.0,15.0,23.0,969.75,204.58,,70.2,4.23,27.2,2.67,15.5,0.58,0.0,3.88,17.82
360,156.75,2018.0,6.0,16.0,0.0,976.75,202.88,,38.58,7.52,29.3,8.03,20.7,0.61,0.0,8.92,21.6
361,159.0,2018.0,6.0,16.0,1.0,887.75,205.85,,19.77,7.38,29.82,7.83,44.17,0.53,0.0,3.87,21.77
362,152.5,2018.0,6.0,16.0,2.0,879.5,203.27,,12.28,6.98,29.95,5.45,27.77,0.47,0.0,9.15,21.53
363,149.25,2018.0,6.0,16.0,3.0,880.0,204.7,,11.45,7.15,30.93,4.82,13.55,0.44,0.0,8.05,22.18
364,107.75,2018.0,6.0,16.0,4.0,823.0,209.15,,15.97,6.45,30.58,3.9,9.97,0.36,0.0,5.23,16.03
365,121.25,2018.0,6.0,16.0,5.0,656.25,227.62,,32.87,7.25,27.58,4.92,9.63,0.4,0.0,7.27,20.48
366,86.25,2018.0,6.0,16.0,6.0,557.25,247.37,,45.65,7.2,25.88,4.12,14.73,0.32,0.0,5.6,19.55
367,83.25,2018.0,6.0,16.0,7.0,515.25,262.75,,56.1,6.17,25.55,3.88,15.52,0.34,0.0,5.97,18.53
368,78.0,2018.0,6.0,16.0,8.0,503.5,274.8,,70.75,5.4,26.35,4.15,12.4,0.4,0.0,5.07,18.35
369,120.25,2018.0,6.0,16.0,9.0,840.0,302.75,,77.77,6.25,24.9,2.77,8.4,0.42,0.0,2.77,18.22
370,146.5,2018.0,6.0,16.0,10.0,942.5,335.85,,79.25,4.95,25.32,2.05,5.02,0.37,0.0,3.75,17.43
371,153.75,2018.0,6.0,16.0,11.0,801.25,355.6,,77.42,6.9,25.08,2.45,3.68,0.34,0.0,6.9,18.85
372,144.75,2018.0,6.0,16.0,12.0,693.25,356.38,,45.8,5.58,25.55,2.53,3.75,0.3,0.0,4.48,18.05
373,110.25,2018.0,6.0,16.0,13.0,592.75,366.68,,56.37,4.92,25.42,1.55,3.55,0.2,0.0,2.4,17.43
374,63.75,2018.0,6.0,16.0,14.0,433.75,322.78,,43.88,4.68,25.3,1.38,4.0,0.16,0.0,1.77,17.2
375,59.75,2018.0,6.0,16.0,15.0,378.25,303.45,,44.9,4.45,24.95,1.5,4.62,0.16,0.0,5.38,16.85
376,53.5,2018.0,6.0,16.0,16.0,369.0,283.0,,65.5,5.05,25.25,1.93,5.25,0.22,0.0,5.65,17.47
377,88.75,2018.0,6.0,16.0,17.0,466.75,238.97,,51.38,5.62,26.08,2.9,6.17,0.32,0.0,4.07,18.35
378,118.5,2018.0,6.0,16.0,18.0,588.25,214.62,,61.6,5.12,26.3,3.5,6.2,0.35,0.0,4.05,18.1
379,122.5,2018.0,6.0,16.0,19.0,599.0,206.9,,55.6,2.85,26.57,3.07,6.23,0.35,0.0,1.42,16.4
380,120.5,2018.0,6.0,16.0,20.0,601.75,202.25,,63.9,4.58,25.75,2.65,6.45,0.4,0.0,4.17,17.35
381,123.75,2018.0,6.0,16.0,21.0,628.75,204.3,,54.53,4.55,26.32,2.35,6.57,0.5,0.0,4.73,17.62
382,130.25,2018.0,6.0,16.0,22.0,594.0,212.53,,65.8,5.12,26.92,2.45,6.98,0.53,0.0,5.17,18.45
383,129.75,2018.0,6.0,16.0,23.0,560.75,213.82,,54.22,6.8,26.22,3.05,7.27,0.55,0.0,9.38,19.35
384,144.5,2018.0,6.0,17.0,0.0,528.25,211.8,,16.72,5.7,30.65,2.75,10.93,0.6,0.0,6.17,20.85
385,112.5,2018.0,6.0,17.0,1.0,486.25,214.65,,13.7,7.12,31.38,3.3,14.28,0.52,0.0,8.2,22.4
386,110.5,2018.0,6.0,17.0,2.0,497.0,213.23,,16.12,6.65,29.97,3.75,9.75,0.46,0.0,6.25,21.28
387,110.75,2018.0,6.0,17.0,3.0,490.0,233.9,,34.88,6.38,28.78,2.28,7.38,0.43,0.0,3.25,20.38
388,110.25,2018.0,6.0,17.0,4.0,603.0,260.72,,77.4,7.15,26.03,1.82,6.9,0.35,0.0,7.88,19.55
389,75.5,2018.0,6.0,17.0,5.0,420.0,260.67,,77.95,8.05,26.22,1.7,6.88,0.25,0.0,6.4,20.4
390,52.0,2018.0,6.0,17.0,6.0,222.5,246.0,,68.17,6.33,25.75,1.47,6.48,0.22,0.0,4.35,18.73
391,56.0,2018.0,6.0,17.0,7.0,182.5,266.5,,52.33,5.98,26.13,1.45,6.7,0.24,0.0,3.97,18.7
392,62.0,2018.0,6.0,17.0,8.0,198.5,312.47,,60.57,7.0,26.1,1.47,6.9,0.24,0.0,4.95,19.47
393,56.25,2018.0,6.0,17.0,9.0,176.75,357.6,,72.27,6.2,26.17,1.28,7.1,0.22,0.0,4.73,18.87
394,56.0,2018.0,6.0,17.0,10.0,196.0,401.25,,77.05,7.83,25.9,1.12,7.48,0.21,0.0,4.55,20.02
395,60.75,2018.0,6.0,17.0,11.0,198.5,406.15,,73.38,5.8,26.47,1.0,7.45,0.19,0.0,5.6,18.72
396,38.75,2018.0,6.0,17.0,12.0,152.25,416.43,,74.65,6.25,26.7,0.83,7.37,0.17,0.0,3.77,19.23
397,41.0,2018.0,6.0,17.0,13.0,183.75,383.03,,68.92,4.52,26.57,0.7,7.67,0.15,0.0,1.98,17.78
398,35.5,2018.0,6.0,17.0,14.0,160.5,324.42,,54.28,4.43,25.75,0.97,7.77,0.18,0.0,3.07,17.23
399,43.75,2018.0,6.0,17.0,15.0,187.75,309.48,,65.8,4.22,25.53,0.97,7.98,0.17,0.0,1.93,16.9
400,47.25,2018.0,6.0,17.0,16.0,224.75,294.1,,60.52,5.05,24.85,1.27,8.15,0.18,0.0,5.97,17.22
401,52.25,2018.0,6.0,17.0,17.0,242.5,263.28,,65.4,5.57,25.15,1.25,7.92,0.18,0.0,3.28,17.85
402,49.75,2018.0,6.0,17.0,18.0,241.75,268.75,,74.5,4.75,26.47,1.0,7.73,0.2,0.0,3.05,17.9
403,42.75,2018.0,6.0,17.0,19.0,409.75,248.33,,80.48,4.33,26.55,0.95,7.98,0.22,0.0,2.75,17.6
404,38.0,2018.0,6.0,17.0,20.0,216.75,236.45,,83.67,4.23,25.55,1.4,8.1,0.28,0.0,3.4,16.93
