,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
0,2018.0,6.0,1.0,0.0,86.0,32.27,743.0,4.83,38.92,1.94,85.83,7.99,66.73,22.68,215.0,0.89,4.36,51.46,72.71
1,2018.0,6.0,1.0,1.0,106.0,31.77,743.0,5.17,39.5,1.94,90.67,6.35,64.44,25.62,186.0,0.75,3.72,56.61,68.26
2,2018.0,6.0,1.0,2.0,81.0,30.8,743.0,4.67,43.08,2.58,97.25,6.8,47.04,10.43,169.0,0.25,3.45,31.44,16.76
3,2018.0,6.0,1.0,3.0,70.0,29.78,743.0,4.75,48.58,2.52,108.67,5.98,24.34,23.95,180.0,0.87,3.5,55.12,30.85
4,2018.0,6.0,1.0,4.0,73.0,29.25,743.0,4.83,53.25,2.67,103.5,5.04,19.2,24.28,178.0,0.81,3.48,52.59,24.78
5,2018.0,6.0,1.0,5.0,56.0,28.37,743.0,9.08,60.17,2.92,94.25,6.55,29.23,20.4,173.0,0.79,3.24,52.44,36.16
6,2018.0,6.0,1.0,6.0,69.0,27.93,743.0,57.75,60.5,3.98,83.0,7.72,33.85,19.43,201.0,0.83,2.6,49.85,42.04
7,2018.0,6.0,1.0,7.0,66.0,28.72,743.0,161.33,55.17,3.11,98.25,10.15,40.58,19.51,235.0,0.8,2.32,48.55,51.65
8,2018.0,6.0,1.0,8.0,59.0,30.08,743.0,278.58,50.67,2.78,113.67,11.8,50.62,22.58,179.0,0.91,2.45,55.51,63.23
9,2018.0,6.0,1.0,9.0,101.0,31.87,743.0,346.83,46.08,3.35,97.67,13.74,70.97,28.43,173.0,1.06,2.72,57.36,84.7
10,2018.0,6.0,1.0,10.0,80.0,33.54,743.0,373.75,41.67,3.31,107.33,9.48,62.49,34.97,184.0,1.04,2.99,65.07,70.87
11,2018.0,6.0,1.0,11.0,78.0,35.12,743.0,385.0,37.92,3.22,106.58,9.28,56.82,48.08,202.0,0.81,2.68,70.18,65.37
12,2018.0,6.0,1.0,12.0,81.0,37.45,742.92,382.33,33.08,2.43,132.5,7.4,43.14,33.17,206.0,0.72,2.37,60.15,50.15
13,2018.0,6.0,1.0,13.0,36.0,38.55,743.0,375.75,30.0,2.22,136.0,9.59,35.21,34.41,184.0,0.65,2.06,66.92,45.99
14,2018.0,6.0,1.0,14.0,102.0,39.25,743.0,360.92,28.17,1.85,150.08,6.73,28.57,33.12,207.0,0.58,1.75,61.63,35.81
15,2018.0,6.0,1.0,15.0,127.0,39.45,743.0,328.75,27.25,1.69,150.67,7.68,25.92,27.8,189.0,0.61,1.44,61.73,34.7
16,2018.0,6.0,1.0,16.0,105.0,38.58,743.0,238.83,28.75,2.24,121.75,6.81,45.26,27.61,202.0,0.82,1.13,58.28,51.26
17,2018.0,6.0,1.0,17.0,130.0,37.49,743.0,83.58,31.33,3.13,85.42,7.93,73.55,32.05,206.0,0.97,0.82,59.12,78.88
18,2018.0,6.0,1.0,18.0,100.0,36.33,743.0,35.42,32.33,3.15,85.25,6.77,93.98,41.82,219.0,1.03,1.38,66.52,96.03
19,2018.0,6.0,1.0,19.0,103.0,35.35,743.0,5.92,33.25,2.92,82.58,5.43,104.55,32.77,228.0,1.29,3.33,61.54,103.19
20,2018.0,6.0,1.0,20.0,68.0,31.89,742.92,4.25,42.42,3.36,121.33,4.82,62.71,26.14,215.0,1.13,4.97,53.03,64.47
21,2018.0,6.0,1.0,21.0,208.0,25.16,743.0,4.83,56.5,3.4,113.33,7.53,55.74,22.5,297.0,0.69,3.44,48.74,59.52
22,2018.0,6.0,1.0,22.0,110.0,26.52,743.0,4.5,43.67,4.14,95.0,6.25,65.43,20.88,379.0,0.64,3.11,45.84,69.02
23,2018.0,6.0,1.0,23.0,63.0,25.45,743.0,4.67,46.0,2.42,150.67,6.55,47.03,26.12,194.0,0.27,2.23,45.53,52.56
24,2018.0,6.0,2.0,0.0,55.0,24.57,743.0,4.83,49.0,2.07,155.75,4.25,30.18,31.51,125.0,0.61,1.5,50.98,33.78
25,2018.0,6.0,2.0,1.0,81.0,24.85,743.0,4.92,47.92,1.35,166.17,4.59,24.35,25.53,81.0,0.58,1.36,53.04,28.88
26,2018.0,6.0,2.0,2.0,250.0,24.77,743.0,4.92,47.33,1.09,165.75,5.83,23.99,8.67,66.0,0.24,1.13,22.38,9.77
27,2018.0,6.0,2.0,3.0,66.0,24.69,743.0,5.08,47.0,1.06,212.08,4.88,26.56,22.23,58.0,0.6,1.41,48.93,30.07
28,2018.0,6.0,2.0,4.0,39.0,24.1,743.0,5.17,48.33,0.86,185.25,4.52,23.44,22.08,74.0,0.51,1.55,42.95,27.92
29,2018.0,6.0,2.0,5.0,99.0,23.82,743.0,9.17,49.42,0.48,213.5,5.35,39.88,21.11,64.0,0.54,1.27,42.07,44.23
30,2018.0,6.0,2.0,6.0,132.5,24.64,743.0,60.25,48.42,1.52,123.5,8.5,54.93,21.88,78.0,0.73,1.78,41.04,62.53
31,2018.0,6.0,2.0,7.0,166.0,26.1,743.0,156.92,45.5,1.98,96.33,8.58,53.68,24.7,117.0,0.77,3.53,40.67,61.47
32,2018.0,6.0,2.0,8.0,263.0,28.33,743.0,269.83,40.5,1.97,108.25,8.96,54.8,28.23,116.0,0.83,3.05,45.01,63.05
33,2018.0,6.0,2.0,9.0,326.0,30.33,743.0,345.58,36.58,2.72,108.92,9.02,49.75,29.47,147.0,0.72,3.06,45.47,58.48
34,2018.0,6.0,2.0,10.0,133.0,31.68,743.0,373.75,34.67,3.52,96.33,10.12,51.29,29.62,155.0,0.74,3.24,45.82,61.49
35,2018.0,6.0,2.0,11.0,288.0,33.08,743.0,382.5,33.17,3.12,122.58,6.94,37.7,31.51,151.0,0.64,2.87,46.23,44.49
36,2018.0,6.0,2.0,12.0,52.0,34.17,743.0,384.42,32.25,3.23,137.92,6.68,42.23,26.16,147.0,0.67,2.45,40.33,48.26
37,2018.0,6.0,2.0,13.0,41.0,34.27,743.0,379.33,33.67,3.69,96.17,7.18,45.79,24.34,151.0,0.64,2.11,39.75,52.26
38,2018.0,6.0,2.0,14.0,30.0,34.21,743.0,366.92,34.67,3.94,92.08,6.85,51.68,26.96,166.0,0.75,2.35,40.17,57.2
39,2018.0,6.0,2.0,15.0,52.0,34.68,743.0,324.58,34.0,3.13,106.17,6.84,47.36,29.77,179.0,0.72,2.03,39.47,52.43
40,2018.0,6.0,2.0,16.0,103.0,34.46,743.0,242.92,34.42,3.08,89.42,9.71,50.74,34.39,191.0,0.8,1.9,45.76,60.39
41,2018.0,6.0,2.0,17.0,103.117645,34.228233,743.0,249.71294,35.454117,3.090588,89.795296,9.704706,50.485886,33.758823,186.88235,0.80588233,1.9447058,46.27647,60.14588
42,2018.0,6.0,2.0,18.0,103.23529,33.99647,743.0,256.5059,36.488235,3.1011765,90.170586,9.699411,50.231766,33.127647,182.76471,0.8117647,1.9894117,46.79294,59.901764
43,2018.0,6.0,2.0,19.0,103.35294,33.764706,743.0,263.29883,37.52235,3.1117647,90.54588,9.694118,49.97765,32.49647,178.64706,0.81764704,2.0341177,47.30941,59.657646
44,2018.0,6.0,2.0,20.0,103.47059,33.53294,743.0,270.09177,38.55647,3.1223528,90.92117,9.688824,49.72353,31.865294,174.52942,0.8235294,2.0788236,47.825882,59.41353
45,2018.0,6.0,2.0,21.0,103.588234,33.301174,743.0,276.8847,39.590588,3.132941,91.29647,9.68353,49.469414,31.234118,170.41176,0.82941175,2.1235294,48.342354,59.16941
46,2018.0,6.0,2.0,22.0,103.70588,33.069412,743.0,283.67764,40.624706,3.1435294,91.67177,9.678235,49.215294,30.602942,166.29411,0.8352941,2.1682353,48.85882,58.925293
47,2018.0,6.0,2.0,23.0,103.82353,32.837646,743.0,290.47058,41.65882,3.1541176,92.04706,9.672941,48.961178,29.971764,162.17647,0.84117645,2.2129412,49.375294,58.681175
48,2018.0,6.0,3.0,0.0,103.94118,32.60588,743.0,297.26352,42.69294,3.1647058,92.422356,9.667647,48.707058,29.340588,158.05882,0.84705883,2.257647,49.891766,58.437057
49,2018.0,6.0,3.0,1.0,104.05882,32.37412,743.0,304.05646,43.72706,3.1752942,92.797646,9.662353,48.45294,28.709412,153.94118,0.85294116,2.302353,50.408234,58.192944
50,2018.0,6.0,3.0,2.0,104.17647,32.142353,743.0,310.8494,44.761177,3.1858823,93.17294,9.657059,48.198822,28.078236,149.82353,0.85882354,2.3470588,50.924706,57.948826
51,2018.0,6.0,3.0,3.0,104.29412,31.910587,743.0,317.64233,45.79529,3.1964705,93.54823,9.651765,47.944706,27.447058,145.70589,0.86470586,2.3917646,51.441177,57.70471
52,2018.0,6.0,3.0,4.0,104.411766,31.678823,743.0,324.4353,46.82941,3.207059,93.92353,9.64647,47.690586,26.815882,141.58824,0.87058824,2.4364707,51.957645,57.46059
53,2018.0,6.0,3.0,5.0,104.52941,31.44706,743.0,331.22824,47.86353,3.217647,94.29883,9.641176,47.43647,26.184706,137.47058,0.87647057,2.4811766,52.474117,57.216473
54,2018.0,6.0,3.0,6.0,104.64706,31.215294,743.0,338.02118,48.897648,3.2282352,94.67412,9.635882,47.18235,25.55353,133.35294,0.88235295,2.5258825,52.99059,56.972355
55,2018.0,6.0,3.0,7.0,104.76471,30.98353,743.0,344.81412,49.931763,3.2388234,95.049416,9.630589,46.928234,24.922352,129.23529,0.8882353,2.5705884,53.50706,56.728237
56,2018.0,6.0,3.0,8.0,104.882355,30.751764,743.0,351.60706,50.96588,3.2494118,95.424706,9.625294,46.674114,24.291176,125.117645,0.89411765,2.6152942,54.02353,56.48412
57,2018.0,6.0,3.0,9.0,105.0,30.52,743.0,358.4,52.0,3.26,95.8,9.62,46.42,23.66,121.0,0.9,2.66,54.54,56.24
58,2018.0,6.0,3.0,10.0,69.0,32.6,743.0,373.83,46.42,2.59,120.17,7.97,40.25,22.58,122.0,0.9,2.69,54.82,48.28
59,2018.0,6.0,3.0,11.0,63.0,34.37,743.0,384.08,41.08,2.71,122.33,7.11,36.98,20.6,124.0,0.84,2.39,54.11,44.06
60,2018.0,6.0,3.0,12.0,206.0,35.83,743.0,383.83,36.83,2.61,121.17,6.68,35.76,18.11,129.0,0.72,3.09,47.59,42.32
61,2018.0,6.0,3.0,13.0,100.0,36.83,743.0,375.33,34.92,1.97,151.0,6.45,32.11,19.19,118.0,0.67,1.9,47.76,38.67
62,2018.0,6.0,3.0,14.0,106.0,37.26,743.0,360.08,33.5,1.7,160.33,6.04,30.4,20.03,122.0,0.65,1.79,49.0,36.51
63,2018.0,6.0,3.0,15.0,89.0,37.13,743.0,326.08,33.0,1.82,121.67,6.75,38.67,21.53,130.0,0.67,1.82,49.53,45.08
64,2018.0,6.0,3.0,16.0,334.0,36.47,743.0,243.92,33.17,1.99,106.58,7.62,42.32,27.68,146.0,0.78,2.72,56.23,49.69
65,2018.0,6.0,3.0,17.0,273.0,35.83,743.0,82.0,33.33,1.16,97.33,5.68,63.38,33.97,157.0,0.87,2.28,57.63,66.34
66,2018.0,6.0,3.0,18.0,180.0,34.9,743.0,36.08,34.17,1.47,78.5,6.16,96.38,31.11,177.0,1.04,2.74,58.11,96.48
67,2018.0,6.0,3.0,19.0,127.0,34.04,743.0,7.08,36.33,2.77,77.92,7.34,110.3,28.55,188.0,1.2,3.68,57.91,111.84
68,2018.0,6.0,3.0,20.0,69.0,32.93,743.0,4.42,39.92,2.89,82.75,7.07,96.46,20.09,189.0,1.13,6.05,50.42,98.68
69,2018.0,6.0,3.0,21.0,18.0,32.1,743.0,4.42,42.75,1.73,98.42,7.97,98.67,19.8,157.0,1.13,4.52,50.94,102.04
70,2018.0,6.0,3.0,22.0,81.0,31.33,743.0,4.58,45.83,1.45,107.75,5.57,84.78,20.58,149.0,1.08,4.03,50.38,85.88
71,2018.0,6.0,3.0,23.0,118.0,30.78,743.0,4.42,49.0,2.62,86.92,4.55,53.02,19.7,143.0,0.9,3.92,51.17,55.2
72,2018.0,6.0,4.0,0.0,63.0,30.02,743.0,4.83,50.25,1.81,106.67,5.38,44.85,20.54,140.0,0.78,4.08,55.86,48.86
73,2018.0,6.0,4.0,1.0,92.0,29.49,743.0,4.33,50.92,1.73,129.83,7.83,34.56,24.11,124.0,0.64,3.54,59.42,41.66
74,2018.0,6.0,4.0,2.0,64.0,29.07,743.0,5.0,52.0,1.94,86.58,5.36,25.18,26.92,113.0,0.72,2.7,59.16,30.73
75,2018.0,6.0,4.0,3.0,66.0,28.66,743.0,4.5,52.92,1.98,110.83,5.12,24.28,25.79,110.0,0.7,3.22,60.37,29.59
76,2018.0,6.0,4.0,4.0,58.0,28.44,743.0,4.67,53.0,2.23,88.75,5.29,20.78,19.87,101.0,0.66,3.92,52.71,26.6
77,2018.0,6.0,4.0,5.0,22.0,28.35,743.0,9.67,53.0,2.37,92.75,5.71,27.05,20.32,111.0,0.69,3.41,52.25,32.95
78,2018.0,6.0,4.0,6.0,42.0,28.72,743.0,59.75,52.92,2.44,104.67,5.91,30.19,20.19,97.0,0.86,3.58,52.21,36.12
79,2018.0,6.0,4.0,7.0,51.0,29.82,743.0,155.0,50.42,2.77,96.17,7.28,38.75,19.27,190.0,1.04,4.23,50.32,45.87
80,2018.0,6.0,4.0,8.0,52.0,31.69,743.0,264.92,45.5,2.83,112.0,8.59,39.98,19.89,130.0,1.11,4.59,55.09,48.92
81,2018.0,6.0,4.0,9.0,99.0,33.79,743.0,336.5,40.75,3.33,107.25,19.59,50.66,18.78,156.0,0.91,6.17,49.18,58.0
82,2018.0,6.0,4.0,10.0,81.0,35.77,743.0,363.08,37.75,2.69,146.0,14.48,45.79,18.78,168.0,0.66,5.75,50.23,59.79
83,2018.0,6.0,4.0,11.0,63.0,37.37,743.0,374.25,34.83,2.85,140.5,18.08,35.51,11.83,186.0,0.5,8.35,39.88,51.18
84,2018.0,6.0,4.0,12.0,59.0,39.0,743.0,373.67,31.08,2.31,154.17,19.47,34.47,11.93,186.0,0.46,7.45,32.69,43.3
85,2018.0,6.0,4.0,13.0,191.0,39.98,743.0,368.67,27.33,1.95,158.67,11.97,24.63,12.38,177.0,0.45,6.18,37.78,40.06
86,2018.0,6.0,4.0,14.0,153.0,39.54,743.0,332.33,28.58,2.33,131.75,4.45,29.95,19.5,212.0,0.77,1.92,50.61,33.32
87,2018.0,6.0,4.0,15.0,123.0,38.97,743.0,299.58,29.67,2.88,101.5,5.7,34.65,18.75,212.0,0.75,2.17,47.62,39.92
88,2018.0,6.0,4.0,16.0,69.0,38.35,743.0,210.92,30.58,3.15,89.08,7.22,48.43,19.55,208.0,0.88,3.16,54.02,54.74
89,2018.0,6.0,4.0,17.0,69.0,37.43,743.0,90.17,33.42,3.38,81.17,6.17,84.94,21.98,205.0,1.08,2.61,67.92,86.88
90,2018.0,6.0,4.0,18.0,126.0,36.39,743.0,37.25,34.42,3.57,73.83,7.42,103.37,19.44,215.0,1.17,3.61,58.03,105.56
91,2018.0,6.0,4.0,19.0,183.0,35.0,743.0,7.08,38.25,3.98,85.17,6.71,97.49,21.67,212.0,1.12,4.28,58.68,99.15
92,2018.0,6.0,4.0,20.0,156.0,33.84,743.0,4.92,42.0,3.85,80.17,6.93,82.44,18.58,224.0,1.05,5.72,49.07,85.62
93,2018.0,6.0,4.0,21.0,59.0,33.21,743.0,5.08,42.67,3.5,77.58,9.12,74.1,18.79,182.0,1.0,3.58,47.88,81.07
94,2018.0,6.0,4.0,22.0,48.0,32.73,743.0,5.25,43.33,2.53,82.83,4.94,65.03,19.72,161.0,0.9,3.52,48.28,66.78
95,2018.0,6.0,4.0,23.0,58.0,32.26,743.0,4.92,44.0,2.4,92.75,4.78,46.95,19.45,136.0,0.72,3.27,48.01,49.95
96,2018.0,6.0,5.0,0.0,70.0,31.66,743.0,5.0,45.0,2.19,122.67,7.15,38.13,20.31,123.0,0.79,4.08,54.55,45.18
97,2018.0,6.0,5.0,1.0,88.0,31.03,743.0,4.75,46.17,2.14,105.08,7.15,19.16,26.92,117.0,0.77,3.7,56.37,29.57
98,2018.0,6.0,5.0,2.0,52.0,30.44,743.0,5.25,47.67,2.07,108.42,6.37,31.6,10.94,103.0,0.28,3.45,26.86,13.67
99,2018.0,6.0,5.0,3.0,50.0,30.04,743.0,5.0,48.58,2.26,107.17,5.18,20.35,27.71,92.0,0.72,3.22,56.43,26.02
100,2018.0,6.0,5.0,4.0,50.0,29.71,743.0,4.92,50.08,2.23,106.08,4.73,16.51,21.06,91.0,0.65,3.28,49.74,21.23
101,2018.0,6.0,5.0,5.0,11.0,29.45,743.0,9.33,51.42,2.24,100.17,4.84,18.24,19.29,88.0,0.64,2.95,50.19,23.61
102,2018.0,6.0,5.0,6.0,30.0,29.48,743.0,54.83,52.0,2.17,101.25,5.84,25.71,17.97,94.0,0.82,2.88,47.88,31.89
103,2018.0,6.0,5.0,7.0,41.0,30.78,743.0,156.08,49.5,2.23,110.25,7.73,36.52,17.47,108.0,0.89,3.2,48.05,44.52
104,2018.0,6.0,5.0,8.0,42.0,32.5,743.0,264.92,45.25,2.27,122.42,8.15,36.52,17.7,228.0,0.85,3.91,55.1,45.13
105,2018.0,6.0,5.0,9.0,197.0,34.22,743.0,331.83,40.75,2.47,140.17,7.65,34.94,21.75,135.0,0.86,3.13,53.88,42.97
106,2018.0,6.0,5.0,10.0,141.0,35.42,743.0,331.08,38.58,2.81,124.42,8.67,31.72,21.88,145.0,0.83,3.07,57.1,41.4
107,2018.0,6.0,5.0,11.0,194.0,36.74,743.0,363.5,36.67,2.83,115.0,7.27,36.37,21.02,145.0,0.83,3.69,57.27,43.75
108,2018.0,6.0,5.0,12.0,179.0,37.77,743.0,373.33,34.0,3.48,98.08,6.53,41.37,19.94,151.0,0.72,4.53,49.07,47.27
109,2018.0,6.0,5.0,13.0,147.0,38.38,743.0,369.58,31.33,3.37,100.58,7.5,36.42,20.34,195.0,0.65,2.44,48.65,43.29
110,2018.0,6.0,5.0,14.0,78.0,38.37,743.0,355.58,31.17,3.34,101.75,7.23,36.52,21.53,203.0,0.7,2.15,48.48,43.83
111,2018.0,6.0,5.0,15.0,50.0,38.31,743.0,317.75,30.33,2.62,104.25,6.47,37.82,23.26,213.0,0.83,2.26,51.27,43.93
112,2018.0,6.0,5.0,16.0,59.0,37.8,743.0,217.92,31.58,2.96,89.5,5.96,40.48,20.33,209.0,0.73,3.05,54.54,45.66
113,2018.0,6.0,5.0,17.0,84.0,37.12,743.0,89.75,32.5,2.52,93.83,7.91,53.95,23.28,217.0,0.81,2.24,56.21,60.81
114,2018.0,6.0,5.0,18.0,89.0,36.3,743.0,38.42,33.58,2.93,83.25,8.3,83.11,24.41,213.0,1.1,3.02,56.1,88.14
115,2018.0,6.0,5.0,19.0,79.0,35.25,743.0,7.08,36.42,3.1,74.67,7.62,95.22,23.28,225.0,1.27,3.98,56.83,98.37
116,2018.0,6.0,5.0,20.0,51.0,34.63,743.0,5.0,36.92,2.96,81.0,11.14,102.03,21.12,228.0,1.2,6.66,48.87,109.6
117,2018.0,6.0,5.0,21.0,18.0,33.71,743.0,4.67,41.75,3.26,80.33,9.34,82.53,20.47,220.0,1.1,4.46,49.39,89.09
118,2018.0,6.0,5.0,22.0,86.0,33.07,743.0,4.5,44.5,3.34,82.17,6.03,58.58,19.13,215.0,0.94,3.75,48.69,62.42
119,2018.0,6.0,5.0,23.0,72.0,32.45,743.0,4.67,46.17,2.37,88.08,5.57,46.76,19.3,214.0,0.8,3.34,47.96,50.9
120,2018.0,6.0,6.0,0.0,69.0,32.02,743.0,4.92,47.67,2.56,90.5,5.91,35.29,18.02,216.0,0.91,4.51,55.9,39.25
121,2018.0,6.0,6.0,1.0,119.0,31.62,743.0,4.92,48.75,2.56,102.17,7.92,42.44,21.84,243.0,0.87,3.88,57.28,46.09
122,2018.0,6.0,6.0,2.0,91.0,31.33,743.0,5.0,50.0,2.61,91.33,4.33,36.11,14.48,213.0,0.33,2.75,28.57,14.22
123,2018.0,6.0,6.0,3.0,74.0,31.06,743.0,4.92,51.42,1.55,180.17,5.52,28.0,37.81,204.0,0.85,2.51,57.97,33.53
124,2018.0,6.0,6.0,4.0,69.0,29.81,743.0,4.67,55.92,0.98,174.17,4.86,36.31,25.74,198.0,1.09,4.73,53.46,40.28
125,2018.0,6.0,6.0,5.0,44.0,28.41,743.0,6.08,56.08,1.75,161.67,6.6,27.88,22.29,208.0,1.16,4.71,52.77,34.95
126,2018.0,6.0,6.0,6.0,46.0,26.62,743.0,24.67,61.25,2.29,130.58,7.28,34.63,21.23,326.0,0.74,3.3,48.58,42.14
127,2018.0,6.0,6.0,7.0,45.0,27.75,743.0,153.0,58.83,2.85,95.33,8.82,52.97,19.83,270.0,0.88,3.01,47.32,61.18
128,2018.0,6.0,6.0,8.0,68.0,29.64,743.0,263.25,53.25,3.74,90.75,13.12,59.5,19.23,204.0,0.87,4.07,54.05,73.26
129,2018.0,6.0,6.0,9.0,121.0,30.9,743.0,318.67,45.58,3.26,108.0,14.29,72.38,26.23,215.0,0.96,3.2,53.52,86.74
130,2018.0,6.0,6.0,10.0,58.0,32.61,743.0,372.42,43.42,3.23,96.67,13.33,63.19,26.52,237.0,0.99,3.72,55.12,76.93
131,2018.0,6.0,6.0,11.0,157.0,33.02,743.0,352.92,43.0,3.87,94.83,10.22,56.62,24.47,210.0,0.87,3.33,54.88,66.48
132,2018.0,6.0,6.0,12.0,95.0,32.82,743.0,245.33,45.17,3.0,94.5,10.98,57.48,20.55,213.0,0.92,4.62,53.17,68.36
133,2018.0,6.0,6.0,13.0,108.666664,32.94,743.0,242.17,46.75,2.77,80.92,28.69,67.65,18.09,256.0,0.72,8.77,52.29,71.31
134,2018.0,6.0,6.0,14.0,122.333336,33.77,743.0,295.79,44.17,2.53,102.58,49.04,43.69,9.05,299.0,0.06,16.49,22.97,41.28
135,2018.0,6.0,6.0,15.0,136.0,34.52,743.0,296.08,43.33,1.63,122.42,9.84,66.28,22.56,144.0,0.95,3.33,66.57,74.86
136,2018.0,6.0,6.0,16.0,134.0,33.34,743.0,232.83,47.0,1.79,121.08,7.57,72.17,18.04,153.5,1.01,5.64,61.94,77.08
137,2018.0,6.0,6.0,17.0,70.0,32.77,743.0,105.58,48.75,1.92,105.0,14.93,83.93,14.81,163.0,1.17,6.01,52.26,91.13
138,2018.0,6.0,6.0,18.0,58.0,31.99,743.0,39.83,50.75,1.17,125.67,22.97,40.65,18.95,172.0,1.14,7.53,24.63,63.98
139,2018.0,6.0,6.0,19.0,64.0,31.36,743.0,7.08,51.92,1.13,121.58,18.97,141.41,23.34,190.0,1.47,5.74,50.59,156.89
140,2018.0,6.0,6.0,20.0,69.0,30.57,743.0,4.08,54.67,1.37,106.33,53.79,146.27,30.53,215.0,0.97,32.95,42.38,140.26
141,2018.0,6.0,6.0,21.0,44.0,30.02,742.92,4.33,57.0,1.42,89.25,35.08,128.43,23.08,205.0,0.49,55.47,49.83,167.68
142,2018.0,6.0,6.0,22.0,72.0,29.64,743.0,4.08,58.08,1.21,88.42,56.84,123.21,27.81,206.0,0.01,38.33,40.35,114.21
143,2018.0,6.0,6.0,23.0,68.0,29.17,743.0,4.33,59.42,0.37,204.33,100.18,105.34,6.43,169.0,0.01,34.91,22.15,51.09
144,2018.0,6.0,7.0,0.0,78.0,28.92,743.0,4.33,60.5,0.4,152.67,87.35,92.17,8.21,150.0,0.01,28.13,20.49,57.12
145,2018.0,6.0,7.0,1.0,102.0,28.63,743.0,4.17,61.67,0.85,132.92,72.14,76.42,6.04,140.0,0.02,32.64,26.04,67.34
146,2018.0,6.0,7.0,2.0,88.0,28.02,743.0,4.08,62.0,1.37,122.33,47.22,58.4,6.73,146.0,0.03,33.42,33.74,25.93
147,2018.0,6.0,7.0,3.0,67.0,27.67,743.0,4.25,61.33,1.25,114.58,32.82,37.79,4.98,113.0,0.04,23.8,29.52,68.92
148,2018.0,6.0,7.0,4.0,58.0,27.54,742.92,4.33,61.25,0.83,120.25,33.51,38.69,6.34,108.0,0.04,17.54,23.43,64.34
149,2018.0,6.0,7.0,5.0,25.0,27.35,742.92,8.75,62.58,0.78,139.0,41.05,46.48,5.28,101.0,0.03,18.91,23.09,62.5
150,2018.0,6.0,7.0,6.0,53.0,27.87,742.92,53.17,62.58,1.03,118.0,56.02,64.65,5.47,119.0,0.02,25.81,22.3,58.83
151,2018.0,6.0,7.0,7.0,85.0,29.27,743.0,157.83,56.5,2.13,89.08,62.43,74.37,6.02,155.0,0.02,34.32,22.36,56.19
152,2018.0,6.0,7.0,8.0,61.0,32.1,743.0,275.33,44.42,1.64,116.08,46.63,54.89,6.44,135.0,0.05,19.91,29.27,59.72
153,2018.0,6.0,7.0,9.0,94.0,34.49,743.0,342.33,38.33,1.8,122.08,36.48,43.34,3.55,140.0,0.08,17.91,39.95,61.98
154,2018.0,6.0,7.0,10.0,144.0,36.9,743.0,365.08,34.08,1.75,142.92,25.68,32.53,3.12,132.0,0.1,16.37,33.6,61.24
155,2018.0,6.0,7.0,11.0,83.0,37.84,743.0,374.33,33.17,2.33,90.67,36.51,40.4,3.01,133.0,0.13,15.96,27.47,61.02
156,2018.0,6.0,7.0,12.0,66.0,38.87,743.0,373.92,31.5,1.98,130.5,36.49,43.91,4.47,162.0,0.14,16.96,21.49,53.48
157,2018.0,6.0,7.0,13.0,27.0,39.38,743.0,366.25,30.42,1.68,173.58,28.18,33.97,3.05,162.0,0.15,15.87,22.34,52.33
158,2018.0,6.0,7.0,14.0,55.0,39.13,742.92,351.42,30.25,1.78,130.5,34.21,39.67,2.67,166.0,0.14,14.17,21.56,52.2
159,2018.0,6.0,7.0,15.0,64.0,38.94,743.0,320.08,29.42,1.49,170.25,24.85,30.89,2.38,161.0,0.16,13.1,24.43,51.23
160,2018.0,6.0,7.0,16.0,70.0,38.32,742.92,230.67,29.92,1.69,105.08,34.0,40.48,3.33,171.0,0.16,12.67,29.76,58.86
161,2018.0,6.0,7.0,17.0,102.0,37.52,743.0,87.67,30.75,1.43,101.17,56.7,60.46,2.56,167.0,0.15,16.03,38.02,56.92
162,2018.0,6.0,7.0,18.0,86.0,36.56,742.92,35.83,32.17,0.77,123.92,78.55,108.33,12.33,184.0,0.27,16.76,43.74,73.56
163,2018.0,6.0,7.0,19.0,79.0,35.33,743.0,6.5,34.83,0.74,114.25,8.57,142.33,37.48,190.0,1.31,5.03,56.39,143.05
164,2018.0,6.0,7.0,20.0,91.0,34.85,743.0,4.17,37.67,1.74,82.42,17.27,155.09,26.92,211.0,1.77,27.1,49.15,167.09
165,2018.0,6.0,7.0,21.0,41.0,34.02,743.0,4.25,42.25,2.65,74.33,13.15,104.31,25.06,238.0,1.37,34.23,50.71,114.52
166,2018.0,6.0,7.0,22.0,73.0,32.96,743.0,4.17,48.67,2.22,82.17,8.45,74.93,21.6,205.0,1.05,5.82,49.63,80.83
167,2018.0,6.0,7.0,23.0,91.0,32.66,743.0,4.17,48.92,2.15,87.67,6.24,51.27,20.77,182.0,0.85,5.27,49.07,55.99
168,2018.0,6.0,8.0,0.0,99.0,32.13,743.0,4.17,49.58,1.71,84.0,6.84,46.5,18.97,161.0,1.04,6.77,54.73,52.43
169,2018.0,6.0,8.0,1.0,123.0,31.55,743.0,4.58,50.92,1.82,105.42,6.71,33.99,19.83,169.0,0.93,6.4,58.67,39.51
170,2018.0,6.0,8.0,2.0,90.0,30.83,743.0,4.33,53.67,1.13,103.08,2.72,35.63,10.11,168.0,0.35,5.33,33.22,12.95
171,2018.0,6.0,8.0,3.0,84.0,30.46,743.0,4.42,54.33,0.93,165.92,5.09,25.1,22.9,169.0,0.97,5.33,66.06,30.28
172,2018.0,6.0,8.0,4.0,85.0,30.25,743.0,4.25,54.33,0.89,161.33,5.99,23.08,19.48,153.0,0.89,5.89,61.17,28.98
