,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
1750,2018.0,8.0,12.0,22.0,38.75,27.17,989.93,3.38,73.42,0.55,153.5,22.38,73.4,16.05,121.0,1.23,2.1,39.07,57.25
1751,2018.0,8.0,12.0,23.0,31.75,25.03,989.82,2.8,78.53,0.9,240.25,5.62,28.65,15.55,100.75,0.72,1.3,35.78,19.82
1752,2018.0,8.0,13.0,0.0,22.25,24.32,989.93,3.35,81.3,0.3,202.0,11.35,46.15,15.5,45.75,1.03,0.55,35.2,33.77
1753,2018.0,8.0,13.0,1.0,44.25,24.32,989.95,3.32,83.15,0.3,218.75,21.7,45.63,16.45,57.25,1.2,0.65,38.95,41.95
1754,2018.0,8.0,13.0,2.0,26.5,24.3,989.93,3.42,84.27,0.3,270.25,51.45,40.85,32.15,46.0,1.3,1.03,38.8,63.7
1755,2018.0,8.0,13.0,3.0,23.0,24.03,990.0,3.88,82.02,0.48,245.25,15.6,38.15,20.68,60.0,1.03,0.95,36.43,32.98
1756,2018.0,8.0,13.0,4.0,17.0,24.32,989.95,3.8,79.53,0.3,255.5,5.08,30.7,14.97,44.5,0.78,0.38,35.98,20.47
1757,2018.0,8.0,13.0,5.0,16.0,24.32,989.95,4.02,80.02,0.33,249.5,19.87,36.12,14.28,38.25,0.82,0.5,35.38,35.38
1758,2018.0,8.0,13.0,6.0,24.5,24.72,989.93,32.1,76.85,0.38,231.5,36.4,52.28,14.9,65.25,0.95,1.28,35.3,57.47
1759,2018.0,8.0,13.0,7.0,50.5,25.68,989.93,82.4,74.38,0.5,225.25,66.52,60.98,16.45,113.25,1.25,2.18,36.92,86.7
1760,2018.0,8.0,13.0,8.0,57.0,27.65,989.98,226.58,67.08,1.07,229.0,34.75,61.18,12.48,124.5,1.18,2.4,34.75,60.85
1761,2018.0,8.0,13.0,9.0,63.75,28.7,989.98,261.3,62.75,1.23,231.75,12.6,44.93,9.58,106.25,1.0,1.25,33.6,34.2
1762,2018.0,8.0,13.0,10.0,37.0,30.55,990.02,358.22,57.2,1.33,229.25,7.65,38.85,8.0,95.5,1.0,0.78,33.18,26.9
1763,2018.0,8.0,13.0,11.0,28.0,32.12,990.05,363.5,52.15,1.02,207.25,4.0,27.95,6.93,105.25,0.92,0.82,32.9,18.1
1764,2018.0,8.0,13.0,12.0,19.0,30.85,990.0,259.72,55.55,0.82,163.5,4.57,49.55,13.42,104.0,0.97,1.08,33.48,30.1
1765,2018.0,8.0,13.0,13.0,17.0,30.65,989.95,322.18,57.35,1.22,128.75,9.7,56.23,15.15,107.75,1.03,1.55,33.57,37.82
1766,2018.0,8.0,13.0,14.0,19.75,31.12,989.95,304.85,55.65,0.95,146.25,8.77,60.52,14.73,113.75,1.03,1.35,34.1,39.35
1767,2018.0,8.0,13.0,15.0,28.0,30.9,989.95,250.13,54.25,1.1,112.25,7.97,64.35,15.3,122.25,0.97,1.1,34.48,40.72
1768,2018.0,8.0,13.0,16.0,39.5,31.12,989.98,179.55,53.5,0.55,186.75,4.42,60.18,16.77,121.75,1.17,1.5,35.7,35.6
1769,2018.0,8.0,13.0,17.0,68.25,29.85,989.98,78.03,58.57,0.3,208.75,2.28,70.42,16.98,142.5,1.35,1.85,35.85,39.35
1770,2018.0,8.0,13.0,18.0,52.0,29.15,990.0,31.43,62.18,0.53,167.0,3.22,95.48,17.9,133.75,1.35,2.12,37.45,53.45
1771,2018.0,8.0,13.0,19.0,54.0,28.38,989.98,4.0,66.88,1.58,84.75,10.73,104.48,18.22,130.5,1.45,2.22,38.6,64.32
1772,2018.0,8.0,13.0,20.0,40.0,28.3,989.98,3.65,66.68,0.95,117.5,13.15,100.58,14.22,120.5,1.47,2.55,38.48,64.17
1773,2018.0,8.0,13.0,21.0,13.0,28.0,989.98,3.7,67.8,0.55,188.0,10.4,97.2,14.6,89.75,1.15,2.38,38.2,60.18
1774,2018.0,8.0,13.0,22.0,37.0,27.4,989.9,3.55,70.42,0.68,235.25,14.77,81.58,14.67,104.75,1.18,2.25,38.55,55.43
1775,2018.0,8.0,13.0,23.0,50.75,26.43,989.98,3.8,70.95,0.95,242.5,2.42,35.33,14.5,100.25,0.72,1.62,36.85,20.78
1776,2018.0,8.0,14.0,0.0,41.25,25.83,990.0,3.88,69.73,0.4,195.0,1.97,30.82,13.12,52.75,0.92,0.67,33.48,17.95
1777,2018.0,8.0,14.0,1.0,46.0,25.6,990.0,4.0,73.5,0.33,216.0,3.65,54.12,12.23,54.25,1.0,0.63,38.98,31.75
1778,2018.0,8.0,14.0,2.0,33.5,25.75,989.98,3.73,75.1,0.33,145.75,16.45,78.6,28.6,66.0,1.25,1.1,38.45,55.25
1779,2018.0,8.0,14.0,3.0,42.0,25.92,989.95,3.65,76.7,0.3,247.25,14.55,77.75,16.83,80.5,1.25,1.45,39.3,53.23
1780,2018.0,8.0,14.0,4.0,43.25,26.05,990.0,3.65,78.75,0.33,279.5,9.3,61.7,15.32,81.5,1.2,1.45,42.78,40.43
1781,2018.0,8.0,14.0,5.0,39.0,25.72,989.98,4.25,79.45,0.3,253.75,2.92,33.47,15.52,89.5,1.08,1.32,39.3,20.2
1782,2018.0,8.0,14.0,6.0,44.5,25.88,989.95,30.73,79.7,0.3,253.5,19.57,40.3,14.8,94.5,1.1,1.3,38.5,37.4
1783,2018.0,8.0,14.0,7.0,53.0,27.85,989.95,129.25,73.57,0.43,239.0,54.82,62.5,15.32,111.75,1.42,1.95,38.95,77.92
1784,2018.0,8.0,14.0,8.0,63.0,28.4,990.0,112.7,68.68,0.4,216.5,32.0,77.67,15.1,138.25,1.53,1.85,37.55,67.4
1785,2018.0,8.0,14.0,9.0,81.25,30.75,989.98,288.68,61.7,0.6,199.0,23.07,86.65,14.33,166.5,1.55,1.87,38.23,64.85
1786,2018.0,8.0,14.0,10.0,69.25,33.25,990.0,335.9,52.85,0.9,195.25,7.43,67.6,13.2,190.75,1.45,1.75,38.02,42.0
1787,2018.0,8.0,14.0,11.0,53.0,29.9,990.02,262.85,61.12,1.57,112.75,13.6,68.33,12.55,162.0,1.3,1.92,36.22,47.42
1788,2018.0,8.0,14.0,12.0,35.75,33.77,989.98,386.6,52.65,1.25,135.0,7.37,69.45,13.55,118.5,1.08,1.32,40.25,42.95
1789,2018.0,8.0,14.0,13.0,37.5,33.57,989.98,286.88,51.95,1.17,146.0,3.43,68.98,13.48,142.75,1.18,2.1,40.83,39.5
1790,2018.0,8.0,14.0,14.0,63.25,33.25,989.95,324.45,51.55,0.95,157.0,2.75,51.4,13.72,167.5,0.95,2.57,38.93,29.55
1791,2018.0,8.0,14.0,15.0,60.75,33.07,989.95,273.3,50.95,0.87,159.5,2.52,45.32,13.48,147.75,0.83,1.85,37.45,26.18
1792,2018.0,8.0,14.0,16.0,59.0,32.05,990.0,134.83,53.82,1.08,111.75,3.32,70.0,15.78,158.5,1.08,1.5,36.9,39.93
1793,2018.0,8.0,14.0,17.0,78.0,31.28,989.95,66.57,56.42,0.73,157.0,4.5,95.47,16.42,160.5,1.2,1.55,38.95,54.45
1794,2018.0,8.0,14.0,18.0,61.0,30.3,989.95,18.75,59.02,0.58,116.25,18.12,123.9,17.57,146.75,1.6,2.5,41.6,80.67
1795,2018.0,8.0,14.0,19.0,54.0,29.47,989.98,3.82,61.15,0.38,165.75,46.93,138.88,18.7,153.0,1.78,3.25,40.25,112.1
1796,2018.0,8.0,14.0,20.0,41.25,29.1,989.88,3.35,62.95,0.3,241.25,65.92,124.08,18.1,143.5,1.85,4.05,40.5,119.72
1797,2018.0,8.0,14.0,21.0,19.5,28.78,990.0,3.7,64.43,0.35,114.25,103.62,127.0,18.65,137.25,1.92,4.63,40.22,152.02
1798,2018.0,8.0,14.0,22.0,50.75,28.6,989.93,3.55,67.1,0.43,197.75,89.4,120.38,20.03,160.25,2.15,4.38,43.65,136.9
1799,2018.0,8.0,14.0,23.0,80.75,27.9,989.95,3.62,72.55,0.55,194.5,6.27,74.73,19.03,183.5,2.1243243,3.93,45.68,44.85
1800,2018.0,8.0,15.0,0.0,87.0,27.12,989.95,3.63,75.55,0.35,184.25,2.13,44.17,14.35,148.75,2.0986488,1.72,42.05,25.25
1801,2018.0,8.0,15.0,1.0,66.5,26.88,990.0,3.95,75.6,0.4,178.5,3.22,46.1,11.92,108.0,2.072973,1.05,44.55,27.2
1802,2018.0,8.0,15.0,2.0,48.5,26.3,990.0,3.85,77.38,0.3,166.25,3.0,38.85,25.4,92.0,2.0472975,0.87,43.1,23.05
1803,2018.0,8.0,15.0,3.0,41.25,25.95,990.0,3.78,78.9,0.3,189.5,3.5,41.12,15.2,76.0,2.0216217,0.83,40.55,24.73
1804,2018.0,8.0,15.0,4.0,25.25,26.03,989.93,3.67,78.98,0.33,265.75,2.07,27.7,12.28,56.5,1.995946,0.7,40.2,16.43
1805,2018.0,8.0,15.0,5.0,6.25,26.05,990.0,4.1,78.43,0.4,212.75,5.18,31.35,12.75,43.75,1.9702704,0.68,39.3,20.92
1806,2018.0,8.0,15.0,6.0,26.25,26.32,989.95,37.25,78.45,0.35,219.5,9.27,41.23,12.48,81.0,1.9445946,0.83,38.27,29.45
1807,2018.0,8.0,15.0,7.0,51.5,28.32,989.95,145.1,69.88,1.15,236.5,14.2,52.9,13.8,122.25,1.918919,1.4,38.33,39.7
1808,2018.0,8.0,15.0,8.0,67.5,30.5,989.98,273.7,58.2,1.45,224.25,8.05,35.8,14.48,180.25,1.8932433,1.48,37.07,25.57
1809,2018.0,8.0,15.0,9.0,79.5,32.07,990.0,347.25,54.35,1.47,214.5,4.23,23.47,14.5,203.25,1.8675677,0.63,36.98,15.9
1810,2018.0,8.0,15.0,10.0,65.0,31.92,989.95,372.45,55.1,1.72,220.0,3.25,23.75,13.08,209.5,1.841892,0.72,38.2,15.3
1811,2018.0,8.0,15.0,11.0,54.75,33.17,990.0,384.67,50.05,1.2,177.25,3.45,26.02,12.25,167.75,1.8162163,0.85,37.25,16.65
1812,2018.0,8.0,15.0,12.0,27.5,34.83,989.98,378.28,46.88,1.1,167.25,2.58,27.85,15.0,103.75,1.7905406,0.7,38.57,16.92
1813,2018.0,8.0,15.0,13.0,18.25,34.87,990.0,373.87,47.15,1.22,160.5,2.43,28.9,16.8,119.0,1.7648649,1.32,40.45,17.35
1814,2018.0,8.0,15.0,14.0,51.25,33.57,990.0,345.83,53.55,2.2,115.75,2.72,35.6,15.6,149.75,1.7391893,1.0,41.92,21.17
1815,2018.0,8.0,15.0,15.0,79.0,31.68,990.0,171.73,56.98,2.05,100.25,2.38,39.25,16.05,168.75,1.7135136,1.2,42.52,22.82
1816,2018.0,8.0,15.0,16.0,66.0,29.5,989.93,107.2,59.18,2.1,131.0,3.28,47.67,14.3,136.0,1.687838,0.97,39.8,28.05
1817,2018.0,8.0,15.0,17.0,72.25,28.47,990.0,65.0,60.28,0.87,191.0,2.27,35.25,13.6,121.25,1.6621622,0.73,38.52,20.62
1818,2018.0,8.0,15.0,18.0,44.0,27.92,989.98,20.65,63.8,0.77,193.25,1.82,42.88,13.28,96.25,1.6364865,0.83,39.05,24.32
1819,2018.0,8.0,15.0,19.0,37.5,27.1,990.0,3.85,69.7,0.8,211.25,1.77,38.48,13.75,97.25,1.6108109,0.85,40.88,21.92
1820,2018.0,8.0,15.0,20.0,36.0,26.53,990.0,3.68,70.7,0.73,222.0,2.27,37.52,15.53,79.5,1.5851352,0.9,41.25,21.8
1821,2018.0,8.0,15.0,21.0,17.0,26.18,990.0,3.88,68.48,0.57,188.25,1.83,44.88,16.15,55.25,1.5594596,1.0,39.22,25.38
1822,2018.0,8.0,15.0,22.0,18.75,26.22,989.95,3.75,69.45,0.33,225.75,2.15,58.23,17.05,70.25,1.5337838,1.25,38.98,32.75
1823,2018.0,8.0,15.0,23.0,25.5,25.95,989.95,3.63,72.75,0.33,175.25,2.1,43.2,17.2,78.5,1.5081081,1.25,40.1,24.7
1824,2018.0,8.0,16.0,0.0,39.0,25.65,990.0,4.0,75.17,0.65,162.25,2.52,41.7,15.7,81.75,1.4824325,1.15,39.2,24.22
1825,2018.0,8.0,16.0,1.0,60.5,25.35,990.02,3.9,76.6,0.45,203.25,2.12,38.07,15.15,77.25,1.4567568,1.2,41.52,21.97
1826,2018.0,8.0,16.0,2.0,43.25,25.23,990.0,3.95,77.65,0.38,177.75,2.05,33.55,31.95,74.25,1.4310812,1.03,40.2,19.5
1827,2018.0,8.0,16.0,3.0,38.0,25.15,989.98,3.7,77.25,0.38,164.75,1.85,28.43,18.77,68.25,1.4054055,0.95,38.65,16.65
1828,2018.0,8.0,16.0,4.0,29.0,25.27,990.0,3.88,74.65,0.4,194.75,2.05,36.38,14.55,53.0,1.3797297,0.87,39.38,21.0
1829,2018.0,8.0,16.0,5.0,22.0,25.28,989.98,4.02,74.85,0.3,236.75,4.4,49.77,13.7,46.5,1.3540541,0.83,39.33,30.12
1830,2018.0,8.0,16.0,6.0,24.0,25.7,989.98,28.98,74.85,0.55,161.25,29.48,59.05,14.05,67.5,1.3283784,1.0,38.1,55.4
1831,2018.0,8.0,16.0,7.0,31.0,26.73,989.93,111.12,72.73,1.45,110.5,32.37,60.97,14.98,82.25,1.3027028,1.53,38.07,58.82
1832,2018.0,8.0,16.0,8.0,44.75,28.5,989.98,212.52,68.92,1.48,118.75,19.7,60.68,14.9,91.25,1.2770271,1.5,37.28,48.33
1833,2018.0,8.0,16.0,9.0,73.75,30.95,990.0,335.57,61.25,1.5,126.5,15.72,57.78,14.12,109.75,1.2513514,1.65,39.58,43.52
1834,2018.0,8.0,16.0,10.0,60.0,32.32,990.02,350.9,55.45,1.4,145.5,8.08,55.32,13.82,114.0,1.2256757,1.45,39.27,36.0
1835,2018.0,8.0,16.0,11.0,44.5,33.93,990.02,366.47,49.85,1.45,160.5,5.6,47.25,13.25,97.75,1.2,1.27,38.9,29.7
1836,2018.0,8.0,16.0,12.0,34.0,35.07,989.95,354.95,45.47,1.28,161.0,5.25,40.83,15.62,79.25,1.13,1.05,37.4,26.03
1837,2018.0,8.0,16.0,13.0,32.5,34.55,989.95,289.13,45.35,1.57,137.0,6.53,48.07,16.33,71.25,1.03,0.92,36.85,30.92
1838,2018.0,8.0,16.0,14.0,31.0,33.57,989.93,312.32,50.53,1.07,141.0,6.22,58.75,15.8,94.0,1.1,0.77,37.2,36.35
1839,2018.0,8.0,16.0,15.0,29.5,31.05,990.0,76.0,59.02,0.85,175.0,4.2,62.57,16.5,78.0,1.15,1.08,38.6,36.7
1840,2018.0,8.0,16.0,16.0,33.25,27.0,989.98,82.13,78.63,0.35,205.75,19.1,75.05,16.05,73.5,0.83,1.22,40.47,55.48
1841,2018.0,8.0,16.0,17.0,59.5,26.28,989.98,39.4,77.77,0.35,224.5,55.55,96.03,18.28,73.0,1.15,2.53,40.85,96.4
1842,2018.0,8.0,16.0,18.0,58.0,26.35,989.98,15.68,78.88,0.33,184.5,93.93,89.07,19.35,84.5,1.38,4.35,40.4,123.92
1843,2018.0,8.0,16.0,19.0,39.5,26.5,989.98,3.68,78.62,0.3,179.25,134.42,104.35,21.4,90.75,1.65,6.1,43.25,165.1
1844,2018.0,8.0,16.0,20.0,34.5,26.8,990.0,3.7,77.98,0.3,205.0,171.83,124.67,18.78,118.5,2.02,8.3,43.07,206.38
1845,2018.0,8.0,16.0,21.0,31.75,27.08,990.0,3.75,78.23,0.3,223.0,265.95,109.42,21.17,143.25,2.85,10.1,43.8,275.05
1846,2018.0,8.0,16.0,22.0,66.0,27.03,989.95,3.5,80.48,0.3,205.25,335.0,71.08,25.03,178.75,3.78,11.3,45.23,310.92
1847,2018.0,8.0,16.0,23.0,94.0,26.8,989.95,3.57,79.45,0.3,189.75,301.75,79.75,30.07,180.75,3.07,11.55,47.1,288.4
1848,2018.0,8.0,17.0,0.0,84.0,26.63,989.98,3.72,77.57,0.3,184.0,217.12,85.07,15.9,172.5,1.95,8.2,45.73,222.25
1849,2018.0,8.0,17.0,1.0,93.75,26.53,989.98,3.57,78.48,0.3,136.75,222.27,72.6,10.55,173.0,1.83,6.88,49.67,219.85
1850,2018.0,8.0,17.0,2.0,74.25,26.37,989.98,3.62,79.3,0.3,120.0,59.2,14.6,31.5,153.75,1.1,6.12,15.1,56.05
1851,2018.0,8.0,17.0,3.0,60.25,26.75,989.98,3.62,76.93,0.7,84.5,22.63,18.55,12.15,123.25,0.65,4.82,17.0,28.35
1852,2018.0,8.0,17.0,4.0,39.0,26.8,989.98,3.6,75.38,0.55,125.0,4.37,14.38,6.15,82.25,0.23,2.87,15.1,11.18
1853,2018.0,8.0,17.0,5.0,5.75,26.37,989.98,4.47,77.3,0.78,127.0,4.32,10.53,4.48,41.5,0.13,1.75,14.4,9.12
1854,2018.0,8.0,17.0,6.0,23.0,27.35,989.95,60.05,75.17,0.9,111.75,5.18,9.42,2.32,53.75,0.67,1.37,14.5,9.2
1855,2018.0,8.0,17.0,7.0,24.0,29.38,990.0,190.92,68.77,1.85,119.25,5.48,8.42,1.07,58.0,0.75,1.1,14.35,8.95
1856,2018.0,8.0,17.0,8.0,35.0,30.47,990.0,299.78,63.45,2.35,150.25,5.6,7.02,10.15,60.0,0.7,1.05,15.2,8.27
1857,2018.0,8.0,17.0,9.0,53.0,31.93,990.05,353.72,57.57,2.05,164.0,3.5,5.63,10.93,70.0,0.6,0.77,15.05,5.83
1858,2018.0,8.0,17.0,10.0,32.25,32.68,990.07,333.32,54.03,1.97,140.0,4.02,8.0,10.42,53.25,0.67,0.67,14.25,7.53
1859,2018.0,8.0,17.0,11.0,23.75,33.67,990.0,340.65,51.38,2.2,151.5,3.77,6.2,9.58,46.5,0.63,0.65,14.5,6.35
1860,2018.0,8.0,17.0,12.0,23.0,33.48,990.02,334.0,52.35,1.93,162.0,2.77,5.98,13.92,40.5,0.53,0.6,14.02,5.45
1861,2018.0,8.0,17.0,13.0,11.0,34.22,990.05,361.15,49.62,2.05,162.0,3.17,5.32,15.07,38.25,0.55,0.58,14.83,5.4
1862,2018.0,8.0,17.0,14.0,15.0,33.68,989.98,302.95,51.35,2.0,118.75,3.57,8.83,15.55,46.75,0.6,0.55,14.92,7.58
1863,2018.0,8.0,17.0,15.0,27.0,32.87,990.0,228.0,53.4,1.52,145.0,3.63,7.7,14.7,53.0,0.58,0.63,15.32,7.05
1864,2018.0,8.0,17.0,16.0,34.75,32.43,990.02,135.12,54.18,1.35,142.75,4.38,14.75,16.88,61.75,0.58,0.65,16.5,11.42
1865,2018.0,8.0,17.0,17.0,53.0,30.55,990.0,63.03,64.52,0.98,195.0,3.78,15.5,18.3,78.0,0.75,1.62,16.58,11.33
1866,2018.0,8.0,17.0,18.0,36.25,29.47,990.0,19.52,68.38,0.88,138.0,5.33,21.15,18.1,76.0,0.8,3.45,16.92,15.6
1867,2018.0,8.0,17.0,19.0,31.5,28.92,990.02,3.92,70.48,1.03,110.25,14.08,30.05,19.08,87.0,1.12,3.93,17.8,27.45
1868,2018.0,8.0,17.0,20.0,28.0,29.12,989.98,3.65,70.23,1.62,102.5,15.6,27.65,16.27,111.25,1.32,4.25,17.73,27.43
1869,2018.0,8.0,17.0,21.0,18.75,28.43,989.98,3.75,74.15,0.58,167.0,21.05,28.12,15.85,108.75,1.5,4.38,18.02,32.12
1870,2018.0,8.0,17.0,22.0,38.25,27.97,990.02,3.8,76.22,0.65,152.75,17.88,20.93,16.42,101.75,1.42,4.58,17.4,25.7
1871,2018.0,8.0,17.0,23.0,43.5,27.62,990.05,3.78,76.6,0.65,124.25,21.0,20.25,16.47,107.75,1.18,4.48,17.18,27.88
1872,2018.0,8.0,18.0,0.0,48.5,27.6,990.02,3.93,75.43,1.18,92.5,16.53,21.05,14.7,111.75,0.95,3.43,19.08,24.62
1873,2018.0,8.0,18.0,1.0,67.25,27.68,989.98,3.87,73.35,1.13,115.0,5.2,13.48,12.75,127.25,0.5,2.45,18.82,11.4
1874,2018.0,8.0,18.0,2.0,37.0,27.27,990.02,3.93,75.48,0.67,127.25,3.55,11.25,46.2,73.25,0.35,1.37,13.0,8.9
1875,2018.0,8.0,18.0,3.0,32.75,27.13,989.98,3.62,75.67,1.05,100.75,4.3,11.78,22.58,62.25,0.3,1.28,16.55,9.73
1876,2018.0,8.0,18.0,4.0,29.0,26.82,989.98,3.62,76.17,0.62,127.75,2.93,12.53,6.25,58.75,0.3,1.1,16.7,9.07
1877,2018.0,8.0,18.0,5.0,24.0,26.53,989.95,4.07,77.58,0.65,128.5,3.7,12.75,4.55,47.75,0.33,1.13,16.93,9.8
1878,2018.0,8.0,18.0,6.0,25.0,27.0,990.0,43.92,77.23,0.95,121.5,5.78,11.23,3.35,56.25,0.6,1.15,16.65,10.65
1879,2018.0,8.0,18.0,7.0,31.5,29.6,989.98,175.57,70.0,1.03,134.0,8.1,11.35,3.2,68.75,0.68,1.3,16.5,12.65
1880,2018.0,8.0,18.0,8.0,51.75,31.2,990.05,267.38,63.77,1.18,181.0,5.93,15.58,11.9,82.5,0.83,1.45,23.5,13.1
1881,2018.0,8.0,18.0,9.0,73.5,31.82,990.05,290.7,61.32,1.35,173.25,4.1,14.82,12.83,95.25,0.72,1.25,23.95,11.25
1882,2018.0,8.0,18.0,10.0,46.5,33.18,990.02,311.62,56.05,1.22,192.5,3.95,14.07,11.72,79.5,0.65,1.2,24.1,10.72
1883,2018.0,8.0,18.0,11.0,31.0,33.15,990.05,302.12,55.1,1.15,211.5,3.0,10.82,11.62,67.5,0.6,0.97,23.85,8.23
1884,2018.0,8.0,18.0,12.0,25.0,34.17,990.0,335.57,51.2,1.12,171.25,3.4,11.6,13.85,69.75,0.55,0.82,22.93,8.93
1885,2018.0,8.0,18.0,13.0,14.0,34.3,990.0,356.3,49.62,1.2,166.75,4.12,14.05,13.65,61.75,0.6,0.85,25.1,10.85
1886,2018.0,8.0,18.0,14.0,18.0,34.6,990.05,333.75,48.4,0.95,153.0,3.75,14.55,13.25,61.75,0.58,0.75,25.6,10.8
1887,2018.0,8.0,18.0,15.0,27.0,34.12,990.1,295.55,48.9,0.77,185.5,2.68,9.53,12.8,68.0,0.55,0.62,25.53,7.25
1888,2018.0,8.0,18.0,16.0,18.0,32.17,990.05,116.83,54.53,1.3,159.5,5.17,26.0,14.8,53.0,0.68,0.6,26.67,18.05
1889,2018.0,8.0,18.0,17.0,36.0,24.8,989.28,37.88,81.25,1.2,181.25,7.75,41.15,13.75,44.0,0.78,1.43,26.75,28.18
1890,2018.0,8.0,18.0,18.0,34.75,25.05,988.98,20.1,83.6,0.35,96.0,42.1,59.18,15.77,52.25,1.3,2.0,26.43,65.8
1891,2018.0,8.0,18.0,19.0,33.75,25.18,988.65,3.78,83.65,0.6,98.0,74.72,64.17,18.45,91.75,1.82,3.6,28.97,95.05
1892,2018.0,8.0,18.0,20.0,35.5,25.47,988.85,3.38,82.52,0.45,116.25,90.0,62.25,18.55,132.25,2.17,6.42,28.8,106.5
1893,2018.0,8.0,18.0,21.0,22.0,25.7,989.62,3.67,80.07,1.02,91.5,69.45,57.18,17.98,115.75,1.45,6.02,30.93,87.02
1894,2018.0,8.0,18.0,22.0,37.25,26.1,989.95,3.55,75.85,0.7,101.25,26.35,50.07,16.8,98.5,0.9,4.0,29.6,48.1
1895,2018.0,8.0,18.0,23.0,30.75,26.2,989.95,3.6,75.3,0.4,134.25,30.37,47.52,16.93,95.75,0.8,3.25,30.1,50.05
1896,2018.0,8.0,19.0,0.0,45.0,25.57,990.0,3.77,77.7,0.3,192.5,49.68,40.8,14.97,107.0,1.1,3.18,29.57,62.18
1897,2018.0,8.0,19.0,1.0,65.75,25.58,990.02,3.88,77.95,0.3,138.0,38.0,37.17,13.2,116.5,1.03,2.95,29.2,50.72
1898,2018.0,8.0,19.0,2.0,48.25,25.3,990.0,3.78,78.7,0.3,159.75,28.0,14.75,30.65,92.5,1.1,3.9,13.9,30.65
1899,2018.0,8.0,19.0,3.0,52.75,25.15,989.98,3.85,80.4,0.33,131.75,37.12,17.05,20.45,99.25,1.18,5.15,15.25,39.35
1900,2018.0,8.0,19.0,4.0,48.0,25.32,989.98,3.62,79.95,0.5,109.5,38.25,17.6,14.78,103.5,1.03,4.73,15.48,40.55
1901,2018.0,8.0,19.0,5.0,27.25,25.63,989.93,4.05,77.95,0.38,160.25,16.92,17.72,12.1,88.75,0.7,3.23,16.1,23.22
1902,2018.0,8.0,19.0,6.0,28.75,25.93,989.93,22.03,75.45,0.5,147.0,5.88,13.1,10.25,66.25,0.58,2.0,15.25,11.77
1903,2018.0,8.0,19.0,7.0,34.75,26.53,989.98,52.1,75.15,0.4,139.25,16.53,14.88,9.55,72.0,0.77,1.63,15.68,21.4
1904,2018.0,8.0,19.0,8.0,56.75,27.05,990.0,157.98,75.4,0.35,145.25,21.38,18.85,12.3,108.0,1.05,2.37,16.5,27.43
1905,2018.0,8.0,19.0,9.0,87.75,28.65,990.0,193.85,70.33,0.38,198.75,8.65,22.22,12.05,140.5,0.97,2.9,16.88,18.88
1906,2018.0,8.0,19.0,10.0,82.25,29.93,989.98,301.0,69.03,0.45,174.0,4.62,15.5,11.15,124.25,0.92,2.6,16.48,12.02
1907,2018.0,8.0,19.0,11.0,74.75,32.93,990.02,321.05,59.75,0.83,189.5,3.28,11.4,9.25,111.0,0.8,2.12,16.48,8.73
1908,2018.0,8.0,19.0,12.0,65.25,30.35,990.0,126.73,66.98,0.97,226.75,3.47,14.27,12.92,128.25,1.0,2.02,16.8,10.42
1909,2018.0,8.0,19.0,13.0,48.25,25.23,989.75,13.1,80.88,1.37,165.75,3.12,13.72,14.62,115.0,0.88,2.77,16.18,9.87
1910,2018.0,8.0,19.0,14.0,20.75,24.08,989.68,14.3,83.85,0.63,223.25,2.73,11.62,14.1,29.25,0.7,1.62,14.45,8.42
1911,2018.0,8.0,19.0,15.0,21.5,24.5,989.9,23.45,84.07,0.4,169.25,8.2,21.77,14.5,37.75,0.97,1.07,14.92,18.3
1912,2018.0,8.0,19.0,16.0,43.0,25.2,989.93,57.73,84.17,0.35,192.5,18.63,25.9,16.32,56.0,1.35,2.35,16.45,29.0
1913,2018.0,8.0,19.0,17.0,64.0,25.75,989.95,62.02,84.12,0.7,180.5,25.35,25.9,16.72,65.75,1.57,2.8,16.65,34.45
1914,2018.0,8.0,19.0,18.0,52.75,25.3,989.95,18.82,84.63,0.4,239.5,6.38,19.33,16.75,59.75,0.85,2.85,16.25,15.48
1915,2018.0,8.0,19.0,19.0,48.5,25.08,989.95,3.92,85.1,0.35,230.0,12.1,21.55,16.85,66.25,1.12,3.03,16.35,21.38
1916,2018.0,8.0,19.0,20.0,56.0,25.4,989.9,3.48,85.22,0.3,247.25,31.15,21.43,17.1,86.75,1.78,4.2,16.72,36.77
1917,2018.0,8.0,19.0,21.0,64.0,25.47,989.9,3.57,85.27,0.3,207.0,54.08,18.52,22.52,113.25,2.38,6.8,17.33,53.95
1918,2018.0,8.0,19.0,22.0,83.0,25.4,989.88,3.55,85.3,0.3,238.25,73.17,21.03,25.1,127.5,2.25,6.97,17.95,70.85
1919,2018.0,8.0,19.0,23.0,69.75,26.95,982.6,4.3,90.07,0.55,218.05,76.08,16.47,26.07,140.75,2.3,5.85,17.7,70.77
1920,2018.0,8.0,20.0,0.0,80.25,24.95,989.85,3.7,85.78,0.33,222.75,41.18,17.87,14.45,137.0,1.4,5.82,19.58,43.1
1921,2018.0,8.0,20.0,1.0,89.5,24.73,989.8,3.75,86.0,0.3,212.25,17.25,13.12,8.43,119.0,0.65,4.03,18.9,21.05
1922,2018.0,8.0,20.0,2.0,66.25,24.75,989.75,3.6,86.4,0.3,160.5,19.4,10.05,32.5,89.0,0.35,2.93,20.3,21.15
