,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
0,61.0,2018.0,6.0,1.0,0.0,284.0,34.77,976.0,9.08,41.0,1.07,107.17,2.94,14.86,6.98,48.79,1.14,0.2,60.5,17.78
1,63.0,2018.0,6.0,1.0,1.0,262.0,34.4,976.0,9.0,41.5,1.3,103.67,2.3,14.43,5.58,49.25,1.06,0.24,51.95,20.1
2,74.0,2018.0,6.0,1.0,2.0,218.0,33.48,976.0,9.0,44.25,1.21,116.83,2.3,10.2,0.38,60.9,0.13,0.8,1.18,4.53
3,53.0,2018.0,6.0,1.0,3.0,208.0,32.57,976.0,9.0,48.08,2.09,146.75,2.503,12.253,0.4,66.099,0.05,0.7625,0.63,0.17
4,117.0,2018.0,6.0,1.0,4.0,241.0,32.07,976.08,9.0,53.25,2.22,151.08,2.7059999,14.306,0.4,71.298004,0.04,0.725,0.6,0.2
5,72.0,2018.0,6.0,1.0,5.0,262.0,31.38,976.92,12.33,61.08,1.69,120.0,2.909,16.359,0.4,76.497,0.03,0.6875,0.6,0.13
6,69.0,2018.0,6.0,1.0,6.0,240.0,30.83,977.67,49.67,65.92,2.1,92.92,3.112,18.411999,0.4,81.696,0.02,0.65,0.6,0.1
7,63.0,2018.0,6.0,1.0,7.0,342.0,31.18,978.0,141.33,58.75,1.67,108.0,3.315,20.465,0.4,86.895004,0.03,0.6125,0.6,0.1
8,57.0,2018.0,6.0,1.0,8.0,287.0,32.38,978.0,255.42,53.25,1.67,126.67,3.518,22.518,0.43,92.094,0.04,0.575,0.72,0.1
9,56.0,2018.0,6.0,1.0,9.0,252.0,34.26,977.92,336.83,47.33,1.89,133.58,3.721,24.571,0.5,97.293,0.06,0.5375,0.74,0.13
10,89.0,2018.0,6.0,1.0,10.0,265.0,35.24,976.75,360.5,42.92,1.87,129.58,3.924,26.624,0.54,102.492,0.08,0.5,0.72,0.13
11,69.0,2018.0,6.0,1.0,11.0,266.0,36.7,976.0,289.25,38.67,1.79,117.17,4.127,28.677,0.5,107.691,0.09,0.34,0.72,0.1
12,72.0,2018.0,6.0,1.0,12.0,277.0,38.24,975.52,269.78,34.62,1.58,133.82,4.33,30.73,3.82,112.89,0.83,0.18,20.35,17.32
13,118.0,2018.0,6.0,1.0,13.0,287.0,39.92,976.58,159.42,31.25,1.29,125.0,3.69,12.79,3.44,132.4,1.32,0.28,16.17,17.87
14,79.0,2018.0,6.0,1.0,14.0,271.0,41.19,975.33,144.25,28.25,1.22,141.75,3.2,11.51,3.65,142.26,1.23,0.2,20.65,16.17
15,83.0,2018.0,6.0,1.0,15.0,284.0,41.62,973.67,274.17,26.83,0.95,116.25,2.78,13.02,0.69,149.46,1.18,0.57,8.52,25.82
16,91.0,2018.0,6.0,1.0,16.0,279.0,41.38,973.0,197.75,26.83,1.33,140.17,3.38,16.31,0.95,142.37,1.08,0.53,15.88,31.17
17,73.0,2018.0,6.0,1.0,17.0,293.0,40.58,972.5,97.17,28.42,1.17,107.42,3.08,12.94,0.77,138.41,1.07,0.71,29.46,35.54
18,74.0,2018.0,6.0,1.0,18.0,309.0,38.94,973.0,32.42,32.58,1.91,92.42,2.67,14.47,4.97,112.61,1.02,0.13,57.52,17.12
19,68.0,2018.0,6.0,1.0,19.0,338.0,37.85,973.92,10.08,35.0,1.55,95.58,3.27,19.87,7.45,91.03,1.16,0.18,54.54,23.12
20,79.0,2018.0,6.0,1.0,20.0,328.0,33.83,976.5,9.58,43.33,3.82,45.83,3.71,15.26,3.92,86.12,0.74,0.9,30.85,47.27
21,299.0,2018.0,6.0,1.0,21.0,485.5,28.59,978.75,10.08,55.0,4.32,50.92,2.48,11.53,0.15,101.5,0.27,1.04,7.34,55.76
22,59.0,2018.0,6.0,1.0,22.0,643.0,29.36,978.08,9.92,46.33,2.57,94.75,4.0,12.75,2.84,84.72,0.3,0.61,22.61,40.43
23,44.0,2018.0,6.0,1.0,23.0,237.0,29.09,977.0,9.92,44.67,1.89,138.75,3.23,13.36,6.12,80.63,0.92,0.28,41.99,22.3
24,35.0,2018.0,6.0,2.0,0.0,171.0,28.11,977.42,10.17,49.0,1.78,99.25,2.45,10.2,0.1,88.77,0.93,0.72,6.32,45.55
25,25.0,2018.0,6.0,2.0,1.0,116.0,27.9,977.0,10.0,49.0,2.06,158.75,2.58,14.37,1.43,75.87,0.86,0.47,13.39,37.45
26,29.0,2018.0,6.0,2.0,2.0,96.0,27.5,977.0,10.0,50.67,1.57,167.08,3.17,14.0,1.48,59.1,0.34,0.2,12.91,8.12
27,79.0,2018.0,6.0,2.0,3.0,194.0,27.35,977.0,10.0,50.0,1.81,173.42,2.57,11.09,1.96,71.69,0.83,0.38,19.76,29.56
28,46.0,2018.0,6.0,2.0,4.0,123.0,27.13,977.58,10.08,50.67,1.24,144.08,3.26,14.36,0.13,66.44,0.73,0.51,4.22,36.86
29,24.0,2018.0,6.0,2.0,5.0,91.0,27.18,978.0,13.17,50.25,1.66,140.08,2.79,13.43,3.04,53.12,0.87,0.28,34.24,21.01
30,33.0,2018.0,6.0,2.0,6.0,123.0,27.95,979.0,55.25,47.75,1.52,145.08,3.28,12.08,4.19,60.42,1.01,0.33,29.99,24.52
31,36.0,2018.0,6.0,2.0,7.0,173.0,29.33,979.0,143.33,44.67,1.45,134.75,4.77,13.36,6.82,57.69,1.15,0.22,35.73,22.31
32,51.0,2018.0,6.0,2.0,8.0,188.0,30.87,978.58,260.08,40.58,1.85,168.42,4.28,12.47,2.22,74.8,1.26,0.59,16.14,36.75
33,52.0,2018.0,6.0,2.0,9.0,221.0,33.02,978.83,353.33,36.0,2.45,173.08,4.23,11.32,0.64,91.6,1.23,0.72,10.73,40.12
34,40.0,2018.0,6.0,2.0,10.0,227.0,34.22,978.42,495.92,34.17,2.32,150.17,4.63,12.93,0.23,104.21,0.88,0.71,3.62,28.73
35,45.0,2018.0,6.0,2.0,11.0,239.0,35.11,978.0,550.75,33.25,2.01,141.42,5.38,13.42,1.32,112.69,0.69,0.67,6.23,23.03
36,44.0,2018.0,6.0,2.0,12.0,224.0,36.08,978.0,474.5,31.92,1.86,119.83,3.05,12.6,0.1,128.37,1.11,0.78,2.95,42.01
37,44.0,2018.0,6.0,2.0,13.0,238.0,36.88,978.0,200.0,31.67,1.82,120.75,3.22,10.2,0.1,131.3,1.08,0.77,2.29,42.87
38,41.0,2018.0,6.0,2.0,14.0,262.0,37.03,977.25,177.42,33.58,1.99,97.0,2.88,10.3,0.2,134.08,1.08,0.64,2.53,36.97
39,48.0,2018.0,6.0,2.0,15.0,249.0,37.25,976.17,307.83,32.83,1.74,116.5,2.98,11.08,0.65,131.68,1.08,0.56,9.2,39.08
40,41.0,2018.0,6.0,2.0,16.0,280.0,37.31,975.92,225.92,33.5,1.83,110.92,2.59,19.03,0.49,120.92,1.07,0.63,6.47,41.03
41,44.0,2018.0,6.0,2.0,17.0,289.0,36.79,975.0,117.17,35.75,1.79,105.83,2.82,10.94,0.67,123.86,1.25,0.6,5.42,44.47
42,47.0,2018.0,6.0,2.0,18.0,294.0,35.65,975.0,39.58,39.17,1.64,93.83,4.71,17.63,4.75,98.46,1.55,0.53,39.38,27.85
43,56.0,2018.0,6.0,2.0,19.0,285.0,34.61,975.0,11.58,42.08,1.13,99.08,3.91,16.92,2.54,79.23,1.64,0.4,34.34,20.8
44,48.0,2018.0,6.0,2.0,20.0,255.0,33.42,976.0,10.0,48.5,1.9,88.83,4.2,16.91,1.68,50.13,1.63,0.4,32.83,21.15
45,50.0,2018.0,6.0,2.0,21.0,212.0,32.34,976.67,10.0,49.33,1.58,99.08,3.59,15.38,1.59,44.9,1.41,0.33,29.98,19.01
46,56.0,2018.0,6.0,2.0,22.0,174.0,31.63,977.0,9.92,47.25,1.38,117.25,3.44,13.54,0.68,56.88,1.08,0.5,20.59,39.09
47,38.0,2018.0,6.0,2.0,23.0,122.0,31.14,977.0,10.0,49.25,1.39,125.25,2.72,11.84,0.9,63.41,1.0,0.49,43.12,50.12
48,38.0,2018.0,6.0,3.0,0.0,123.0,30.48,976.0,10.0,52.08,1.25,122.17,2.44,11.795,0.2,69.54,0.95,0.6,4.09,82.43
49,34.0,2018.0,6.0,3.0,1.0,107.0,29.86,976.0,10.08,52.75,1.53,124.0,2.38,11.75,0.2,64.82,0.92,0.55,5.24,84.56
50,34.0,2018.0,6.0,3.0,2.0,96.0,29.53,976.0,10.08,52.42,1.33,134.33,2.63,11.15,0.34,64.72,0.32,0.48,2.08,26.07
51,31.0,2018.0,6.0,3.0,3.0,83.0,29.53,976.0,10.0,54.17,1.4,138.17,2.51,14.4,1.91,56.98,0.8,0.38,25.45,38.4
52,34.0,2018.0,6.0,3.0,4.0,90.0,29.22,976.0,10.33,56.75,1.09,105.83,2.11,48.0,0.13,50.89,0.7,0.49,3.13,42.82
53,41.0,2018.0,6.0,3.0,5.0,96.0,28.5,976.42,14.17,61.17,1.34,95.75,2.48,29.735,0.28,41.39,1.11,0.48,2.47,48.75
54,48.0,2018.0,6.0,3.0,6.0,117.0,28.67,977.0,57.33,63.0,1.77,80.67,2.83,11.47,0.49,29.15,1.22,0.59,8.59,49.49
55,59.0,2018.0,6.0,3.0,7.0,139.0,29.17,977.42,159.75,65.08,2.01,81.58,4.32,11.98,2.11,27.74,0.94,0.45,51.26,58.62
56,63.0,2018.0,6.0,3.0,8.0,178.0,29.79,977.08,278.17,64.17,2.03,78.75,5.02,12.38,1.73,32.91,0.88,0.53,31.71,66.78
57,64.0,2018.0,6.0,3.0,9.0,162.0,31.5,977.0,362.75,57.58,2.11,88.92,4.12,11.37,0.12,54.74,0.82,0.68,4.67,90.07
58,53.0,2018.0,6.0,3.0,10.0,167.0,33.99,976.42,525.17,50.25,1.66,92.25,4.67,19.56,2.05,66.12,0.87,0.52,38.23,53.29
59,70.0,2018.0,6.0,3.0,11.0,191.0,35.54,976.0,583.25,44.83,1.65,99.5,3.08,11.63,0.67,87.62,0.95,0.69,8.7,51.95
60,307.0,2018.0,6.0,3.0,12.0,194.0,37.53,975.42,497.67,39.25,1.36,148.08,2.77,10.75,0.1,86.35,0.87,0.75,4.88,42.35
61,69.0,2018.0,6.0,3.0,13.0,180.0,38.47,974.75,191.92,36.25,1.25,135.67,2.7,10.633333,0.1,90.17,0.82,0.67,4.79,51.2
62,62.0,2018.0,6.0,3.0,14.0,183.0,39.0,973.92,171.25,33.92,1.39,83.25,2.52,10.516666,0.1,112.11,0.78,0.6,5.27,75.42
63,63.0,2018.0,6.0,3.0,15.0,190.0,39.49,972.92,329.67,31.58,1.26,36.58,2.38,10.4,0.1,144.39,0.67,0.67,5.75,115.5
64,56.0,2018.0,6.0,3.0,16.0,208.0,39.42,972.17,228.0,31.5,0.84,105.08,2.41,50.65,0.14,148.78,0.6,0.58,5.18,86.84
65,56.0,2018.0,6.0,3.0,17.0,210.0,38.6,972.0,115.75,33.33,1.12,64.17,2.39,10.65,0.28,159.01,1.33,0.68,4.52,85.83
66,57.0,2018.0,6.0,3.0,18.0,234.0,37.78,972.0,38.58,35.17,1.48,71.92,2.89,15.39,3.54,134.54,1.89,0.26,67.23,29.04
67,59.0,2018.0,6.0,3.0,19.0,285.0,36.71,972.58,12.92,37.5,1.77,78.92,4.03,21.43,3.73,93.52,1.93,0.2,58.92,25.47
68,59.0,2018.0,6.0,3.0,20.0,307.0,35.6,973.08,11.25,41.67,1.91,84.33,4.08,15.12,3.07,67.61,1.77,0.2,43.9,19.21
69,47.0,2018.0,6.0,3.0,21.0,245.0,34.71,973.83,10.17,45.17,1.25,100.75,3.31,15.7,2.4,58.19,1.71,0.18,41.65,18.98
70,48.0,2018.0,6.0,3.0,22.0,199.0,34.13,974.0,9.75,47.08,0.98,115.67,4.55,19.32,2.18,38.77,1.58,0.21,37.73,24.46
71,48.0,2018.0,6.0,3.0,23.0,194.0,33.37,974.0,10.0,51.0,1.52,95.0,2.6,14.97,2.78,49.03,1.29,0.24,73.92,31.64
72,52.0,2018.0,6.0,4.0,0.0,180.0,32.68,974.0,10.0,53.0,1.31,113.17,3.03,12.85,2.77,58.53,1.18,0.24,65.72,34.44
73,48.0,2018.0,6.0,4.0,1.0,157.0,32.24,974.0,10.0,53.17,1.5,138.58,3.57,12.86,1.3,62.23,1.27,0.42,25.87,56.08
74,44.0,2018.0,6.0,4.0,2.0,133.0,32.09,974.0,10.0,52.92,1.33,144.08,2.23,16.27,1.17,49.52,0.42,0.3,16.39,11.23
75,47.0,2018.0,6.0,4.0,3.0,128.0,31.71,974.0,9.92,53.83,0.93,122.08,2.15,11.45,0.39,58.62,1.26,0.51,8.65,45.41
76,46.0,2018.0,6.0,4.0,4.0,127.0,31.63,974.17,10.0,53.58,1.52,145.33,2.11,34.5,0.13,51.38,1.09,0.49,2.2,34.26
77,42.0,2018.0,6.0,4.0,5.0,139.0,31.53,975.0,14.17,54.0,1.16,148.58,2.16,11.68,0.49,46.97,1.11,0.42,10.08,29.6
78,39.0,2018.0,6.0,4.0,6.0,141.0,31.86,975.75,58.58,53.42,1.94,153.92,2.38,10.73,0.1,47.8,1.13,0.5,3.84,43.92
79,39.0,2018.0,6.0,4.0,7.0,153.0,33.1,976.0,153.75,49.58,1.71,141.33,3.21,11.82,0.51,57.44,1.16,0.51,15.28,93.56
80,48.0,2018.0,6.0,4.0,8.0,195.0,34.33,976.0,279.42,45.83,2.48,152.33,3.36,10.1,0.1,71.18,1.23,0.6,5.07,84.31
81,41.0,2018.0,6.0,4.0,9.0,208.0,35.92,976.0,364.08,42.67,2.53,146.75,2.8,11.35,0.1,90.81,1.28,0.56,5.08,76.03
82,48.0,2018.0,6.0,4.0,10.0,228.0,37.28,975.58,501.33,40.0,2.31,154.75,3.33,48.5,0.15,92.61,1.27,0.65,4.58,69.31
83,62.0,2018.0,6.0,4.0,11.0,267.0,38.28,973.0,374.17,36.33,2.15,154.25,3.17,29.975,0.23,110.83,1.34,0.64,3.94,66.42
84,58.0,2018.0,6.0,4.0,12.0,277.0,39.89,972.33,284.17,30.92,1.79,172.75,3.41,11.45,0.47,110.33,1.23,0.65,7.12,46.81
85,64.0,2018.0,6.0,4.0,13.0,307.0,40.63,973.0,215.83,30.17,1.62,153.33,2.73,15.662499,0.1,115.5,1.2,0.69,4.27,52.14
86,64.0,2018.0,6.0,4.0,14.0,293.0,41.18,972.33,198.92,28.67,1.8,145.17,2.56,19.875,0.1,130.39,1.24,0.58,4.58,79.08
87,66.0,2018.0,6.0,4.0,15.0,305.0,41.41,971.33,278.67,27.67,1.68,161.0,2.34,24.0875,0.1,126.79,1.16,0.51,4.92,70.03
88,64.0,2018.0,6.0,4.0,16.0,315.0,41.15,971.0,189.75,28.5,1.53,156.92,3.43,28.3,0.93,110.97,1.27,0.51,16.19,56.93
89,124.0,2018.0,6.0,4.0,17.0,364.0,40.04,971.83,98.0,32.58,2.03,93.5,2.61,10.1,0.31,122.77,1.35,0.64,3.76,63.5
90,59.0,2018.0,6.0,4.0,18.0,309.0,38.73,972.0,35.0,36.17,1.99,85.5,2.97,11.1,0.31,110.17,1.45,0.67,39.36,29.31
91,58.0,2018.0,6.0,4.0,19.0,299.0,37.56,972.5,11.0,39.92,2.14,78.42,3.17,14.32,2.95,82.65,1.53,0.18,43.82,21.13
92,50.0,2018.0,6.0,4.0,20.0,295.0,36.2,973.42,9.75,46.17,2.08,74.83,4.2,20.82,3.07,43.0,1.59,0.26,32.22,25.04
93,66.0,2018.0,6.0,4.0,21.0,265.0,35.71,974.0,9.17,45.5,2.53,89.25,2.81,11.58,1.49,64.83,1.33,0.44,16.69,21.46
94,50.0,2018.0,6.0,4.0,22.0,234.0,35.23,974.0,9.58,46.42,1.55,94.0,4.66,15.93,1.32,48.62,0.99,0.56,14.98,27.64
95,48.0,2018.0,6.0,4.0,23.0,169.0,34.82,974.0,9.08,46.75,1.33,112.83,2.52,14.45,2.45,56.37,0.98,0.24,55.58,35.62
96,52.0,2018.0,6.0,5.0,0.0,151.0,34.26,974.33,9.42,47.42,1.62,120.58,1.96,13.983334,0.1,71.87,0.82,0.59,3.0,77.96
97,38.0,2018.0,6.0,5.0,1.0,125.0,33.71,975.0,9.75,48.75,1.32,113.83,2.44,13.516666,0.1,60.02,1.58,0.5,2.9,65.33
98,47.0,2018.0,6.0,5.0,2.0,123.0,33.29,975.17,9.67,49.17,1.27,124.33,2.75,13.05,0.53,47.52,0.49,0.43,9.33,12.13
99,41.0,2018.0,6.0,5.0,3.0,105.0,32.67,975.92,9.92,51.5,1.12,108.5,2.14,12.466667,0.1,53.73,1.37,0.5,2.95,45.44
100,42.0,2018.0,6.0,5.0,4.0,110.0,32.32,976.0,9.67,52.58,1.19,111.0,2.03,11.883333,0.13,45.64,1.32,0.48,2.48,31.46
101,36.0,2018.0,6.0,5.0,5.0,117.0,32.04,977.0,12.67,54.0,1.42,112.08,2.2,11.3,0.13,41.78,1.09,0.48,7.24,28.94
102,39.0,2018.0,6.0,5.0,6.0,132.0,32.26,977.75,48.58,53.58,1.26,110.42,3.31,11.72,1.97,33.43,1.18,0.3,21.08,25.46
103,38.0,2018.0,6.0,5.0,7.0,155.0,33.22,978.0,140.83,51.33,1.5,127.92,4.82,12.57,1.69,38.51,1.86,0.38,28.17,43.13
104,42.0,2018.0,6.0,5.0,8.0,172.0,34.88,978.0,258.08,46.33,1.6,144.83,3.92,12.73,0.73,55.13,1.72,0.54,13.62,68.55
105,46.0,2018.0,6.0,5.0,9.0,204.0,36.05,977.92,341.83,42.67,2.03,142.08,4.18,10.55,0.1,73.28,1.94,0.74,2.35,68.13
106,44.0,2018.0,6.0,5.0,10.0,219.0,37.04,977.0,460.42,40.0,2.16,146.42,3.53,61.8,0.15,81.43,1.87,0.68,1.96,57.59
107,46.0,2018.0,6.0,5.0,11.0,208.0,38.23,976.08,458.92,37.5,1.79,133.42,3.53,15.0,0.23,96.58,1.23,0.57,2.34,53.37
108,47.0,2018.0,6.0,5.0,12.0,213.0,39.01,976.17,438.0,35.5,1.81,114.92,2.81,24.960001,0.1,109.55,1.13,0.58,4.18,43.48
109,42.0,2018.0,6.0,5.0,13.0,215.0,40.17,976.25,214.5,32.92,1.62,92.08,2.2,34.920002,0.1,114.02,1.13,0.66,4.24,44.27
110,50.0,2018.0,6.0,5.0,14.0,201.0,40.17,975.5,193.42,32.25,1.8,102.08,2.43,44.88,0.1,115.57,1.02,0.54,4.26,45.43
111,40.0,2018.0,6.0,5.0,15.0,195.0,40.38,974.17,281.0,31.08,1.66,101.0,2.63,54.840004,0.1,115.58,0.94,0.59,4.11,55.12
112,46.0,2018.0,6.0,5.0,16.0,205.0,40.12,973.67,203.17,31.25,1.66,110.42,2.04,64.8,0.15,105.72,1.08,0.57,3.13,62.16
113,39.0,2018.0,6.0,5.0,17.0,193.0,39.67,973.42,105.92,32.58,1.66,102.58,3.25,11.6,0.26,106.77,1.18,0.62,0.92,59.82
114,42.0,2018.0,6.0,5.0,18.0,210.0,38.58,974.0,34.67,34.5,1.85,89.92,3.32,11.2,1.94,93.62,1.3,0.43,27.21,34.22
115,47.0,2018.0,6.0,5.0,19.0,234.0,37.72,974.17,10.5,38.42,1.78,88.67,3.62,13.79,5.55,80.16,1.72,0.21,43.1,20.29
116,52.0,2018.0,6.0,5.0,20.0,235.0,37.0,975.42,9.0,39.58,1.63,88.5,3.83,16.96,6.28,58.65,1.73,0.18,34.91,20.83
117,46.0,2018.0,6.0,5.0,21.0,215.0,36.32,976.5,9.08,42.67,1.66,80.67,3.71,17.97,6.1,47.24,1.84,0.18,35.74,21.69
118,51.0,2018.0,6.0,5.0,22.0,206.0,35.53,977.42,9.0,47.42,1.68,90.25,3.37,11.97,2.66,50.93,1.58,0.57,18.76,26.46
119,55.0,2018.0,6.0,5.0,23.0,184.0,34.9,977.92,9.0,49.25,1.24,101.17,2.33,10.83,1.24,54.95,1.14,0.52,11.4,35.76
120,58.0,2018.0,6.0,6.0,0.0,168.0,34.47,978.0,9.0,50.75,1.37,107.75,2.37,11.32,0.49,58.84,0.84,0.62,7.43,62.41
121,57.0,2018.0,6.0,6.0,1.0,168.0,34.07,977.83,9.0,52.08,1.57,119.5,2.04,10.75,0.1,63.07,0.99,0.55,3.74,62.9
122,57.0,2018.0,6.0,6.0,2.0,158.0,33.77,978.08,9.25,53.75,1.44,90.5,2.18,18.833334,0.27,62.62,0.4,0.47,1.6,16.23
123,58.0,2018.0,6.0,6.0,3.0,151.0,33.31,978.58,9.08,55.17,1.52,82.17,2.19,26.916666,0.1,51.28,1.2,0.53,4.41,43.97
124,68.0,2018.0,6.0,6.0,4.0,160.0,32.22,978.92,9.67,58.08,2.01,26.0,2.18,35.0,0.24,30.52,1.2,0.92,2.48,33.52
125,70.0,2018.0,6.0,6.0,5.0,238.0,30.72,979.67,10.58,58.67,3.34,29.17,2.02,27.22,0.24,41.66,0.98,0.75,2.5,34.88
126,56.0,2018.0,6.0,6.0,6.0,377.0,29.13,980.8,29.27,66.6,2.66,41.85,2.23,19.44,0.1,53.32,1.96,0.58,2.84,43.91
127,42.0,2018.0,6.0,6.0,7.0,294.0,29.98,980.58,147.58,62.75,2.13,68.25,3.17,11.66,0.49,52.78,2.2,0.44,14.08,41.95
128,41.0,2018.0,6.0,6.0,8.0,172.0,31.49,980.0,204.42,57.0,2.32,83.58,4.17,12.17,1.12,54.16,2.1,0.47,30.21,48.07
129,41.0,2018.0,6.0,6.0,9.0,194.0,32.92,979.58,322.83,49.33,2.57,63.42,4.78,12.24,0.27,78.59,2.12,0.54,58.71,21.16
130,40.0,2018.0,6.0,6.0,10.0,196.0,33.53,979.67,350.83,46.92,2.32,73.67,4.84,16.13,0.63,86.47,1.91,0.67,32.56,34.49
131,44.0,2018.0,6.0,6.0,11.0,199.0,34.8,978.42,434.08,45.5,2.27,73.17,3.33,11.9,0.22,91.3,1.05,0.84,9.56,64.53
132,33.0,2018.0,6.0,6.0,12.0,191.0,34.83,978.83,194.83,47.75,1.84,85.25,3.34,11.82,0.1,82.27,0.87,0.69,4.61,46.64
133,48.0,2018.0,6.0,6.0,13.0,194.0,35.08,978.0,193.17,48.42,1.55,84.25,3.21,11.36,0.1,74.62,0.89,0.73,5.28,33.09
134,52.0,2018.0,6.0,6.0,14.0,196.0,35.9,977.58,268.0,46.67,1.71,72.08,3.09,12.08,0.1,83.69,0.87,0.84,5.23,31.88
135,56.0,2018.0,6.0,6.0,15.0,185.0,36.18,976.83,273.33,45.33,1.82,47.08,2.56,12.8,0.52,92.23,0.78,0.67,7.43,36.53
136,53.0,2018.0,6.0,6.0,16.0,180.0,36.3,976.0,213.58,45.42,1.47,62.67,3.23,11.69,0.92,96.64,1.13,0.62,18.63,68.3
137,53.0,2018.0,6.0,6.0,17.0,178.0,35.94,975.92,108.67,47.5,1.38,53.83,2.68,12.13,3.07,122.43,1.28,0.53,55.03,30.58
138,59.0,2018.0,6.0,6.0,18.0,201.0,34.8,976.0,37.08,52.08,1.48,69.58,3.21,21.2,1.18,93.37,1.44,0.76,54.57,24.39
139,64.0,2018.0,6.0,6.0,19.0,238.0,34.0,976.0,11.58,55.0,1.72,49.0,3.59,23.35,0.37,54.62,1.67,0.95,45.39,26.95
140,61.0,2018.0,6.0,6.0,20.0,240.0,32.99,976.0,10.0,58.5,1.79,40.5,3.61,19.29,0.44,27.1,1.65,1.26,30.19,22.91
141,70.0,2018.0,6.0,6.0,21.0,227.0,32.42,976.08,10.0,61.0,1.55,48.67,4.96,24.88,0.32,20.33,1.76,1.88,31.0,29.82
142,68.0,2018.0,6.0,6.0,22.0,217.0,32.08,976.75,10.0,62.58,1.17,57.83,6.21,30.02,0.37,12.24,1.83,0.65,29.1,36.26
143,77.0,2018.0,6.0,6.0,23.0,222.0,31.82,976.0,9.75,64.08,0.52,72.58,5.75,31.1,0.24,7.4,1.71,0.93,25.32,36.88
144,77.0,2018.0,6.0,7.0,0.0,207.0,31.66,976.0,9.75,64.08,0.77,102.83,5.07,33.81,1.7,5.42,1.57,0.47,33.82,37.52
145,66.0,2018.0,6.0,7.0,1.0,195.0,31.43,975.92,9.75,65.83,0.73,94.67,13.81,33.73,2.19,8.57,1.41,0.6,59.48,51.78
146,66.0,2018.0,6.0,7.0,2.0,177.0,31.25,976.0,10.0,65.58,1.13,101.42,3.03,15.75,1.14,17.63,0.35,0.2,30.75,6.24
147,53.0,2018.0,6.0,7.0,3.0,139.0,30.67,976.0,10.0,65.67,0.96,108.58,2.62,11.18,1.33,25.7,0.6,0.56,38.88,48.3
148,45.0,2018.0,6.0,7.0,4.0,116.0,30.42,976.0,10.0,64.83,0.99,109.17,3.28,14.99,0.23,20.76,0.5,0.73,2.46,45.23
149,46.0,2018.0,6.0,7.0,5.0,107.0,30.18,976.0,13.0,65.08,0.75,113.5,2.65,11.12,0.77,20.02,0.84,0.57,36.43,29.92
150,51.0,2018.0,6.0,7.0,6.0,132.0,30.62,976.0,50.75,64.33,0.72,123.75,4.56,12.51,3.4,17.64,0.93,0.2,70.22,17.06
151,57.0,2018.0,6.0,7.0,7.0,173.0,32.03,976.0,144.42,57.75,1.12,111.25,6.13,14.91,3.63,25.44,0.99,0.2,78.6,21.08
152,66.0,2018.0,6.0,7.0,8.0,200.0,33.98,975.58,261.08,50.83,1.19,166.75,4.59,13.32,2.06,47.06,0.97,0.63,50.47,60.22
153,57.0,2018.0,6.0,7.0,9.0,205.0,35.97,975.08,346.67,41.58,1.22,170.0,3.92,11.53,1.67,70.29,1.11,0.55,48.79,57.12
154,46.0,2018.0,6.0,7.0,10.0,174.0,37.48,974.83,505.92,38.75,1.09,197.0,3.82,28.9,0.58,91.16,0.98,0.79,9.32,70.5
155,50.0,2018.0,6.0,7.0,11.0,168.0,38.49,974.08,489.42,36.67,1.05,136.0,2.48,20.225,0.18,121.26,1.03,0.68,1.83,73.12
156,52.0,2018.0,6.0,7.0,12.0,179.0,39.43,973.33,442.08,33.83,0.72,147.83,2.52,11.55,0.1,127.3,1.18,0.67,1.33,47.28
157,51.0,2018.0,6.0,7.0,13.0,189.0,39.81,973.08,200.42,33.5,1.25,128.33,2.56,13.190001,0.1,142.92,1.28,0.6,1.25,48.29
158,59.0,2018.0,6.0,7.0,14.0,230.0,40.38,972.08,199.42,32.42,1.22,147.17,2.49,14.83,0.35,149.0,1.25,0.6,14.47,42.99
159,61.0,2018.0,6.0,7.0,15.0,232.0,40.78,970.92,280.25,30.75,0.97,150.33,2.47,11.65,0.32,162.52,1.23,0.6,8.86,54.71
160,63.0,2018.0,6.0,7.0,16.0,206.0,40.4,970.92,201.92,30.83,1.34,70.83,2.31,45.13,0.32,160.18,1.17,0.66,7.13,67.12
161,64.0,2018.0,6.0,7.0,17.0,223.0,39.93,970.92,105.33,31.33,1.52,70.0,2.48,10.75,0.47,179.08,1.23,0.68,11.88,61.38
162,63.0,2018.0,6.0,7.0,18.0,241.0,39.01,971.0,33.58,32.75,1.02,78.67,2.35,16.52,3.13,153.06,1.44,0.2,47.87,26.57
163,66.0,2018.0,6.0,7.0,19.0,290.0,38.37,971.0,10.33,34.58,0.83,92.08,3.25,32.32,3.21,102.62,2.15,0.22,50.29,35.63
164,77.0,2018.0,6.0,7.0,20.0,344.0,37.42,971.67,9.0,38.5,1.06,63.75,6.05,45.62,4.31,34.54,2.51,0.29,38.12,51.63
165,78.0,2018.0,6.0,7.0,21.0,348.0,36.43,972.0,9.0,43.5,1.21,65.92,5.57,37.39,4.91,17.2,2.17,0.46,31.93,42.94
166,69.0,2018.0,6.0,7.0,22.0,282.0,35.52,972.25,9.0,50.58,1.56,83.42,5.19,19.11,4.58,20.22,1.56,0.33,29.68,24.2
